! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
SPCA2,SHEEP CAMP,59.65640,-135.26780,279 meters,snowdepth,2019-03-01 06,834.644,cm,99840,
SNRW1,SUNRISE MT. RAINIER NP,46.91430,-121.64420,1947 meters,snowdepth,2019-03-01 06,751.840,cm,98321,
SBDU1,SNOWBIRD,40.56400,-111.65500,2942 meters,snowdepth,2019-03-01 06,723.900,cm,00100,
LSLI1,LOST LAKE,47.07190,-115.95810,1692 meters,snowdepth,2019-03-01 06,675.640,cm,83873,
BRMI1,BEAR MOUNTAIN,48.30580,-116.07450,1663 meters,snowdepth,2019-03-01 06,673.100,cm,83836,
NOIM8,NOISY BASIN,48.15670,-113.94620,1859 meters,snowdepth,2019-03-01 06,662.940,cm,59901,
COLI1,COOL CREEK,46.76360,-115.29530,1928 meters,snowdepth,2019-03-01 06,614.680,cm,83544,
HDLI1,HIDDEN LAKE,48.89370,-116.75750,1525 meters,snowdepth,2019-03-01 06,609.600,cm,83805,
CRMW1,CRYSTAL MOUNTAIN NWAC,46.93030,-121.47440,1390 meters,snowdepth,2019-03-01 06,584.200,cm,98022,
HRKC1_MADIS,HARKNESS FLAT NEAR CHESTER 8NNW,40.41833,-121.27500,1930 meters,snowdepth,2019-03-01 06,567.182,cm,96020,
HRFC1,HARKNESS FLAT SNOW COURSE,40.41810,-121.03500,1747 meters,snowdepth,2019-03-01 06,567.182,cm,96056,
WRVU1,WHITE RIVER #1,39.96430,-110.98750,2638 meters,snowdepth,2019-03-01 06,563.880,cm,84032,
EMCM8,EMERY CREEK,48.43410,-113.93730,1321 meters,snowdepth,2019-03-01 06,558.800,cm,59901,
SLMC1,ELSTANISLAUS MEADOW (GOES),38.50000,-119.93690,2359 meters,snowdepth,2019-03-01 06,546.557,cm,00044,
CRKU1,CLEAR CREEK #2,39.89280,-111.25070,2406 meters,snowdepth,2019-03-01 06,546.100,cm,00071,
HARU1,HARDSCRABBLE,40.86900,-111.71940,2196 meters,snowdepth,2019-03-01 06,543.560,cm,84050,
BMTSV_MADIS,BELMONT-SQUAW,39.19219,-120.26380,2467 meters,snowdepth,2019-03-01 06,541.528,cm,96145,
SRSW4,SANDSTONE RS,41.11170,-107.17060,2492 meters,snowdepth,2019-03-01 06,538.480,cm,82332,
BUFC2,BUFFALO PARK,40.22860,-106.59530,2821 meters,snowdepth,2019-03-01 05,535.940,cm,80459,
BLWW4,BLACKWATER SNOTEL,44.37670,-109.79330,3007 meters,snowdepth,2019-03-01 06,535.940,cm,82414,
STZI1,SCHWEITZER BASIN,48.37430,-116.63920,1857 meters,snowdepth,2019-03-01 06,533.400,cm,83856,
POSC1,POISON RIDGE,37.40310,-119.52000,2133 meters,snowdepth,2019-03-01 06,529.996,cm,93644,
BTLW4,BATTLE MOUNTAIN,41.05410,-107.26610,2287 meters,snowdepth,2019-03-01 06,525.780,cm,82325,
KLNC2,KILN,39.31720,-106.61450,2946 meters,snowdepth,2019-03-01 06,523.240,cm,81642,
BRIU1,BRIGHTON,40.59920,-111.58270,2678 meters,snowdepth,2019-03-01 06,520.700,cm,84121,
PMNM8,POORMAN CREEK,48.12670,-115.62330,1547 meters,snowdepth,2019-03-01 06,518.160,cm,59923,
STDU1,STRAWBERRY DIVIDE,40.19000,-111.22000,2561 meters,snowdepth,2019-03-01 06,513.080,cm,84032,
NSSC2,NAST LAKE,39.29720,-106.60690,2665 meters,snowdepth,2019-03-01 06,513.080,cm,81621,
MVYU1,MERCHANT VALLEY,38.30310,-112.43640,2666 meters,snowdepth,2019-03-01 05,513.080,cm,84713,
MCRU1,MONTE CRISTO,41.46580,-111.49670,2729 meters,snowdepth,2019-03-01 06,510.540,cm,84321,
ARPC2,ARAPAHO RIDGE,40.35100,-106.38140,3354 meters,snowdepth,2019-03-01 05,510.540,cm,80430,
