! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
WRDC1,WARD CREEK #3,39.13560,-120.21760,2069 meters,snowdepth,2010-03-01 06,838.200,cm,96145,
TENQ2,TENQUILLE LAKE,50.53600,-122.93000,1671 meters,snowdepth,2010-03-01 06,783.996,cm,,
AMBC1,ALPINE MEADOWS-BASE,39.16470,-120.23780,2107 meters,snowdepth,2010-03-01 06,734.060,cm,96145,
SNCA2,MAY CREEK,61.34780,-142.70970,,snowdepth,2010-03-01 06,632.460,cm,99573,
WRVU1,WHITE RIVER #1,39.96430,-110.98750,2638 meters,snowdepth,2010-03-01 06,556.260,cm,84032,
SHDQ2,SHEDIN RIVER SNOW PILLOW,55.86250,-127.69820,1319 meters,snowdepth,2010-03-01 06,519.989,cm,,
BLKC2,BEAR LAKE,40.31120,-105.64480,2881 meters,snowdepth,2010-03-01 06,515.620,cm,80517,
SQFI1,SQUAW FLAT,44.77080,-116.24860,1910 meters,snowdepth,2010-03-01 06,513.080,cm,83654,
BLSC2,BISON LAKE,39.76490,-107.35680,3339 meters,snowdepth,2010-03-01 06,510.540,cm,81601,
LBAC2,LOVELAND BASIN,39.67430,-105.90130,3497 meters,snowdepth,2010-03-01 05,508.000,cm,80452,
WPNW1,WASHINGTON PASS - NWAC,48.52760,-120.64670,1641 meters,snowdepth,2010-03-01 06,502.920,cm,00076,
RPRN5,RICE PARK,35.23330,-108.26670,2572 meters,snowdepth,2010-03-01 06,502.920,cm,87005,
HRLC2,HOURGLASS LAKE,40.57910,-105.63070,2862 meters,snowdepth,2010-03-01 06,500.380,cm,80512,
CTEC2,SAINT ELMO,38.69980,-106.36800,3191 meters,snowdepth,2010-03-01 06,495.300,cm,81211,
NLSC2,NORTH LOST TRAIL,39.07810,-107.14390,2814 meters,snowdepth,2010-03-01 05,492.760,cm,81623,
