! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
SPCA2,SHEEP CAMP,59.65640,-135.26780,279 meters,snowdepth,2018-03-01 06,815.340,cm,99840,
AMBC1,ALPINE MEADOWS-BASE,39.16280,-120.23860,2131 meters,snowdepth,2018-03-01 06,731.520,cm,96145,
GINC1,GIN FLAT,37.77000,-119.77000,2173 meters,snowdepth,2018-03-01 06,580.644,cm,00040,
MCPC2,MC CLURE PASS,39.12900,-107.28810,2678 meters,snowdepth,2018-03-01 06,568.960,cm,81434,
CPSC1,"20L11 - CAPLES LAKES, CA (NEAR CPLC1)",38.71670,-120.05000,2476 meters,snowdepth,2018-03-01 06,552.196,cm,96120,
SNOW1,SNOQUALMIE PASS NWAC/DOT,47.42640,-121.41640,905 meters,snowdepth,2018-03-01 06,535.940,cm,98045,
ELBI1,ELK BUTTE,46.84000,-116.12230,1731 meters,snowdepth,2018-03-01 06,530.860,cm,83544,
CUMC2,CUMBRES TRESTLE,37.01880,-106.45180,3054 meters,snowdepth,2018-03-01 06,530.860,cm,81120,
OLDW4,OLD BATTLE,41.15400,-106.96940,3021 meters,snowdepth,2018-03-01 06,523.240,cm,82325,
VALC2,VALLECITO,37.48510,-107.50680,3272 meters,snowdepth,2018-03-01 06,520.700,cm,81122,
NFCW4,NORTH FRENCH CREEK,41.33080,-106.37560,3093 meters,snowdepth,2018-03-01 06,510.540,cm,82331,
BRTC2,BEARTOWN,37.71410,-107.51210,3535 meters,snowdepth,2018-03-01 06,510.540,cm,81433,
BLSC1,BLACK SPRINGS,38.37500,-120.19190,1975 meters,snowdepth,2018-03-01 05,507.416,cm,95223,
CKPA2,CHILKOOT PASS,59.69560,-135.25920,1298 meters,snowdepth,2018-03-01 06,506.730,cm,99840,
HNMA3,HANNAGAN MEADOWS,33.65390,-109.30950,2767 meters,snowdepth,2018-03-01 06,505.460,cm,85533,
USJC2,UPPER SAN JUAN,37.48580,-106.83530,3097 meters,snowdepth,2018-03-01 06,500.380,cm,81130,
TCHC2,TRINCHERA,37.35330,-105.23230,3315 meters,snowdepth,2018-03-01 06,500.380,cm,81133,
TCKU1,TROUT CREEK,40.73830,-109.67320,2886 meters,snowdepth,2018-03-01 06,497.840,cm,84078,
SBCW4,SOUTH BRUSH CREEK,41.32940,-106.50250,2599 meters,snowdepth,2018-03-01 06,492.760,cm,82331,
JNPC2,JONES PASS,39.76450,-105.90620,3195 meters,snowdepth,2018-03-01 06,492.760,cm,80468,
HOOC2,HOOSIER PASS,39.36130,-106.05980,3538 meters,snowdepth,2018-03-01 05,490.220,cm,80440,
GAPU1,GARDNER PEAK,37.40120,-113.45950,2548 meters,snowdepth,2018-03-01 06,485.140,cm,84781,
PYSU1,PAYSON R.S.,39.92970,-111.63080,2459 meters,snowdepth,2018-03-01 06,482.600,cm,00071,
SAWW1,SAWMILL RIDGE,47.15990,-121.42170,1416 meters,snowdepth,2018-03-01 06,474.980,cm,98022,
LKIC2,LAKE IRENE,40.41430,-105.81980,3258 meters,snowdepth,2018-03-01 06,474.980,cm,80447,
BBSA3,BAKER BUTTE SMT,34.45540,-111.38270,2392 meters,snowdepth,2018-03-01 06,474.980,cm,86336,
TABN5,TAOS POWDERHORN SNOW COURSE(05N14),36.58330,-105.45000,3320 meters,snowdepth,2018-03-01 04,472.440,cm,87580,
MOQI1,MOSQUITO RIDGE,48.05740,-116.23050,1606 meters,snowdepth,2018-03-01 06,472.440,cm,83837,
MTB42_MADIS,MT BAKER - HEATHER MEADOWS,48.86302,-121.67780,1292 meters,snowdepth,2018-03-01 06,465.582,cm,00072,
MTBW1,MT. BAKER BASE NWAC,48.86300,-121.67780,1292 meters,snowdepth,2018-03-01 06,464.820,cm,00072,
NIWC2,NIWOT,40.03520,-105.54430,3030 meters,snowdepth,2018-03-01 06,457.200,cm,80481,
LOPU1,LOOKOUT PEAK,40.83730,-111.70920,2490 meters,snowdepth,2018-03-01 06,457.200,cm,00100,
CHPW1,CHINOOK PASS NWAC,46.87280,-121.51560,1654 meters,snowdepth,2018-03-01 06,457.200,cm,98937,
BSHC1,BISHOP PASS,37.10000,-118.55000,3482 meters,snowdepth,2018-03-01 06,456.438,cm,93633,
STMC1,STOUTS MEADOW GOES,41.17000,-121.93800,1615 meters,snowdepth,2018-03-01 06,455.422,cm,96065,
TRIW1,TRINITY SNOTEL,48.07500,-120.84970,879 meters,snowdepth,2018-03-01 06,454.660,cm,98826,
