! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
CHPW1,CHINOOK PASS NWAC,46.87280,-121.51560,1654 meters,snowdepth,2020-03-01 06,957.580,cm,98937,
AMBC1,ALPINE MEADOWS-BASE,39.16280,-120.23860,2131 meters,snowdepth,2020-03-01 06,731.520,cm,96145,
ALP44_MADIS,ALPENTAL MID-MOUNTAIN,47.43410,-121.43490,1329 meters,snowdepth,2020-03-01 06,719.582,cm,98045,
LSLI1,LOST LAKE,47.07190,-115.95810,1692 meters,snowdepth,2020-03-01 05,688.340,cm,83873,
BRMI1,BEAR MOUNTAIN,48.30580,-116.07450,1663 meters,snowdepth,2020-03-01 06,678.180,cm,83836,
HDLI1,HIDDEN LAKE,48.89370,-116.75750,1525 meters,snowdepth,2020-03-01 06,612.140,cm,83805,
FCPA2,DENALI 14200 FOOT CAMP,63.06840,-151.07410,4312 meters,snowdepth,2020-03-01 06,592.811,cm,99755,
HEMI1,HEMLOCK BUTTE,46.48110,-115.63360,1772 meters,snowdepth,2020-03-01 06,584.200,cm,83544,
ELBI1,ELK BUTTE,46.84000,-116.12230,1731 meters,snowdepth,2020-03-01 06,581.660,cm,83544,
TSAQ2,TSAI CREEK,54.64600,-127.67500,1366 meters,snowdepth,2020-03-01 06,550.012,cm,,
BLWW4,BLACKWATER SNOTEL,44.37670,-109.79330,3007 meters,snowdepth,2020-03-01 06,535.940,cm,82414,
SNOW1,SNOQUALMIE PASS NWAC/DOT,47.42640,-121.41640,905 meters,snowdepth,2020-03-01 06,530.860,cm,98045,
ASFW1,RAINIER PARADISE RANGER STN,46.78610,-121.74220,1643 meters,snowdepth,2020-02-29 22,497.840,cm,98321,
NORM8,NORTHEAST ENTRANCE,45.00570,-110.01410,2266 meters,snowdepth,2020-03-01 06,492.760,cm,00075,
MTCQ2,MT COOK,52.18277,-119.32138,1565 meters,snowdepth,2020-03-01 06,491.007,cm,,
BMTM8,BURNT MTN,45.24010,-109.45940,1811 meters,snowdepth,2020-03-01 06,490.220,cm,59068,
PVCW1,PARADISE NWAC,46.78750,-121.73330,1658 meters,snowdepth,2020-03-01 06,487.680,cm,98321,
PVC54_MADIS,PARADISE,46.78622,-121.74240,1643 meters,snowdepth,2020-03-01 06,487.426,cm,98321,
SVPI1,SAVAGE PASS,46.46630,-114.63330,1891 meters,snowdepth,2020-03-01 06,485.140,cm,83525,
LWSW4,LEWIS LAKE DIVIDE SNOTEL,44.20860,-110.66630,2402 meters,snowdepth,2020-03-01 06,485.140,cm,82190,
WSTU1,WIDTSOE #3,37.83650,-111.88150,2946 meters,snowdepth,2020-03-01 06,480.060,cm,84726,
PLCM8,PLACER BASIN,45.41910,-110.08840,2683 meters,snowdepth,2020-03-01 06,474.980,cm,59052,
WHTM8,WHITE MILL,45.04580,-109.90990,2666 meters,snowdepth,2020-03-01 06,467.360,cm,59030,
SHSC2,SCOTCH CREEK,37.64560,-108.00790,2817 meters,snowdepth,2020-03-01 01,467.360,cm,81320,
SHPW1,SHEEP CANYON,46.19320,-122.25450,1221 meters,snowdepth,2020-03-01 02,467.360,cm,98649,
LCKM8,LICK CREEK,45.50410,-110.96630,2102 meters,snowdepth,2020-03-01 06,464.820,cm,59715,
MNPM8,MONUMENT PEAK,45.21760,-110.23700,2678 meters,snowdepth,2020-03-01 05,457.200,cm,59047,
PLCA2,PARKS HWY AT LITTLE COAL CREEK,62.88930,-149.76470,395 meters,snowdepth,2020-03-01 06,457.000,cm,00006,
