! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
SQWC1,SQUAW VALLEY G.C.,39.19000,-120.26480,2427 meters,snowdepth,2014-03-01 06,756.920,cm,96145,
AMBC1,ALPINE MEADOWS-BASE,39.16280,-120.23860,2131 meters,snowdepth,2014-03-01 06,731.520,cm,96145,
PTFC1,PETERSON FLAT,41.31330,-122.52500,1943 meters,snowdepth,2014-03-01 06,621.792,cm,96091,
BUTC2,BUTTE,38.89430,-106.95300,3118 meters,snowdepth,2014-03-01 06,614.680,cm,81224,
TIRC1,TIOGA PASS,37.91110,-119.25690,3033 meters,snowdepth,2014-03-01 06,610.108,cm,95389,
GINC1,GIN FLAT,37.77000,-119.77000,2173 meters,snowdepth,2014-03-01 06,608.584,cm,00040,
HDLI1,HIDDEN LAKE,48.89370,-116.75750,1525 meters,snowdepth,2014-03-01 06,607.060,cm,83805,
SLMC1,ELSTANISLAUS MEADOW (GOES),38.50000,-119.93690,2359 meters,snowdepth,2014-03-01 06,579.120,cm,00044,
LELC2,LAKE ELDORA,39.93680,-105.58960,2965 meters,snowdepth,2014-03-01 06,579.120,cm,80466,
FBNI1,FRANKLIN BASIN,42.05070,-111.60200,2482 meters,snowdepth,2014-03-01 06,574.040,cm,83237,
RRMC1,RED ROCK MOUNTAIN,41.02300,-122.88500,1967 meters,snowdepth,2014-03-01 06,569.722,cm,96052,
BNKC1,BONANZA KING,41.08310,-122.62860,1998 meters,snowdepth,2014-03-01 06,560.578,cm,96091,
SEEU1,SEELEY CREEK,39.31040,-111.43300,3022 meters,snowdepth,2014-03-01 06,553.720,cm,84642,
CPSC1,"20L11 - CAPLES LAKES, CA (NEAR CPLC1)",38.71670,-120.05000,2476 meters,snowdepth,2014-03-01 06,546.862,cm,96120,
CPLC1,CAPLES LAKE (GOES),38.71000,-120.04190,2441 meters,snowdepth,2014-03-01 06,546.862,cm,96120,
CRKU1,CLEAR CREEK #2,39.89280,-111.25070,2406 meters,snowdepth,2014-03-01 06,546.100,cm,00071,
MDVU1,MIDWAY VALLEY,37.56920,-112.83780,3012 meters,snowdepth,2014-03-01 06,543.560,cm,84720,
KGVAL_MADIS,KINGVALE - DONNER TRAIL ES,39.31583,-120.45560,1848 meters,snowdepth,2014-03-01 06,538.988,cm,95724,
THOC1,TAHOE CITY CROSS,39.17160,-120.15360,2070 meters,snowdepth,2014-03-01 06,535.940,cm,96145,
KLBU1,KOLOB,37.53000,-113.05000,2805 meters,snowdepth,2014-03-01 06,535.940,cm,84720,
OSTC1,OSTRANDER LAKE,37.63610,-119.55110,2536 meters,snowdepth,2014-03-01 06,530.860,cm,00058,
