! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
CHPW1,CHINOOK PASS NWAC,46.87280,-121.51560,1654 meters,snowdepth,2009-03-01 06,731.520,cm,98937,
GRAQ2,GRANDUC MINE,56.95000,-130.79027,832 meters,snowdepth,2009-03-01 06,637.007,cm,,
HURW1,HURICANE RIDGE RAWS,47.96780,-123.63470,742 meters,snowdepth,2009-03-01 06,619.760,cm,98363,
BTLW4,BATTLE MOUNTAIN,41.05410,-107.26610,2287 meters,snowdepth,2009-03-01 06,530.098,cm,82325,
MDDW4,MIDDLE POWDER SNOTEL,43.62730,-107.18140,2365 meters,snowdepth,2009-03-01 05,499.618,cm,82442,
GRPN2,GRANITE PEAK,41.67040,-117.56660,2591 meters,snowdepth,2009-03-01 06,499.364,cm,89426,
HAPC2,CHAPMAN TUNNEL,39.26220,-106.62930,3084 meters,snowdepth,2009-02-28 08,493.776,cm,81621,
TWNW4,TOWNSEND CREEK SNOTEL,42.69530,-108.89570,2665 meters,snowdepth,2009-03-01 05,492.760,cm,82520,
STAM8,STAHL PEAK,48.90900,-114.86300,1854 meters,snowdepth,2009-03-01 05,478.028,cm,59917,
GRCM8,GRAVE CREEK,48.91450,-114.76660,1330 meters,snowdepth,2009-03-01 05,477.520,cm,59917,
CRSC2,CROSHO,40.16750,-107.05750,2739 meters,snowdepth,2009-03-01 06,461.010,cm,81641,
MDBC1,MIDDLE BOULDER 3 GOES,41.22500,-122.81170,1859 meters,snowdepth,2009-03-01 05,455.168,cm,96031,
TIPO3,TIPTON,44.65590,-118.42610,1572 meters,snowdepth,2009-03-01 06,439.420,cm,97877,
LCKM8,LICK CREEK,45.50410,-110.96630,2102 meters,snowdepth,2009-03-01 05,412.750,cm,59715,
ALPHA_MADIS,ALPHA,38.80389,-120.21580,2325 meters,snowdepth,2009-03-01 05,411.988,cm,95720,
BMSO3,BOWMAN SPRINGS,45.36430,-118.46720,1391 meters,snowdepth,2009-03-01 06,401.320,cm,97801,
TIM60_MADIS,TIMBERLINE LODGE - BASE,45.33200,-121.71300,1829 meters,snowdepth,2009-03-01 06,373.380,cm,97028,
LELC1,LEAVITT LAKE,38.27600,-119.61180,2928 meters,snowdepth,2009-03-01 06,330.454,cm,96107,
ASFW1,RAINIER PARADISE RANGER STN,46.78610,-121.74220,1643 meters,snowdepth,2009-02-28 16,314.960,cm,98321,
HICC1,SQUAW VALLEY-HIGH CAMP,39.19310,-120.25250,2299 meters,snowdepth,2009-03-01 06,312.420,cm,96145,
AFSW1,PARADISE,46.78150,-121.74700,1570 meters,snowdepth,2009-03-01 06,308.864,cm,98361,
CHP56,CHINOOK PASS,46.87000,-121.52000,1623 meters,snowdepth,2009-03-01 03,307.340,cm,98022,
MTHO3,MT HOOD TEST SITE,45.32100,-121.71580,1649 meters,snowdepth,2009-03-01 06,306.324,cm,97028,
YHDQ2,YELLOWHEAD,52.90000,-118.55000,,snowdepth,2009-03-01 06,304.800,cm,,
TOWC2,TOWER,40.53740,-106.67680,3245 meters,snowdepth,2009-03-01 02,298.196,cm,80487,
PVCW1,PARADISE NWAC,46.78750,-121.73330,1658 meters,snowdepth,2009-03-01 06,297.180,cm,98321,
PVC55,PARADISE-MT. RAINIER,46.78000,-121.74000,1505 meters,snowdepth,2009-03-01 06,297.180,cm,98361,
MHM52_MADIS,MOUNT HOOD MEADOWS - BASE,45.33100,-121.65000,1606 meters,snowdepth,2009-03-01 06,292.100,cm,97041,
MIRW1,MINERS RIDGE,48.20180,-120.95620,1852 meters,snowdepth,2009-03-01 06,284.226,cm,98241,
CLN,ALTA - COLLINS,40.57630,-111.63830,2935 meters,snowdepth,2009-03-01 06,274.320,cm,84121,
PGPW1,PIGTAIL PEAK,46.62150,-121.38630,1772 meters,snowdepth,2009-03-01 06,274.066,cm,98937,
MTH05_MADIS,MAMMOTH SESAME SNOW SUDY PLOT,37.64977,-119.04170,2754 meters,snowdepth,2009-03-01 06,271.018,cm,93546,
LYLW1,LYMAN LAKE,48.19070,-120.91900,1986 meters,snowdepth,2009-03-01 06,268.986,cm,98852,
REDO3,RED HILL,45.46430,-121.70430,1346 meters,snowdepth,2009-03-01 06,268.478,cm,97031,
GAC,SNOWBIRD - GAD,40.56820,-111.65750,2812 meters,snowdepth,2009-03-01 06,268.478,cm,00100,
WPSW1,WHITE PASS SKI AREA,46.63750,-121.39060,1366 meters,snowdepth,2009-03-01 06,264.160,cm,98937,
WPS59,WHITE PASS-TOP,46.62000,-121.39000,1748 meters,snowdepth,2009-03-01 06,264.160,cm,98937,
LLKA2,LONG LAKE,58.18600,-133.83220,250 meters,snowdepth,2009-03-01 01,264.160,cm,99801,
GGLA2,GATES GLACIER,61.61000,-143.00000,,snowdepth,2009-03-01 06,262.890,cm,99573,
NOIM8,NOISY BASIN,48.15670,-113.94620,1859 meters,snowdepth,2009-03-01 05,262.382,cm,59901,
