! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Amount_Units,Duration,Duration_Units,Zip_Code,
3OI,"LAMONI,IA",40.62330,-93.95000,338 meters,snowfall,2016-02-29 13:00,0.000,cm,24.000,hours,50140,
3SE,SPENCER 1N,43.16530,-95.14670,403 meters,snowfall,2016-03-01 06:00,2.540,cm,24.000,hours,51301,
46.6772_068.0040,1 ESE PRESQUE ISLE  PUBLIC (X4670680),46.67720,-68.00400,175 meters,snowfall,2016-02-29 11:30,3.556,cm,28.000,hours,04769,
46.6795_068.0125,PRESQUE ISLE  PUBLIC (X4670680),46.67950,-68.01245,155 meters,snowfall,2016-02-29 12:30,2.794,cm,29.000,hours,04769,
46.7922_067.8017,FORT FAIRFIELD (AR018),46.79219,-67.80169,109 meters,snowfall,2016-02-29 14:20,2.540,cm,30.000,hours,04742,
46.8681_068.0125,CARIBOU - WFO  CO-OP OBSERVER (X4690680),46.86805,-68.01250,191 meters,snowfall,2016-02-29 18:00,3.048,cm,34.000,hours,04736,
46.8681_068.0125,CARIBOU - WFO  CO-OP OBSERVER (X4690680),46.86805,-68.01250,191 meters,snowfall,2016-02-29 18:00,3.048,cm,11.000,hours,04736,
46.9200_069.7094,SAINT PAMPHILE  TRAINED SPOTTER (X4690697),46.92000,-69.70940,341 meters,snowfall,2016-02-29 18:25,15.240,cm,34.000,hours,00125,
46.9200_069.7094,SAINT PAMPHILE  TRAINED SPOTTER (X4690697),46.92000,-69.70940,341 meters,snowfall,2016-02-29 18:25,15.240,cm,11.000,hours,00125,
46.9200_069.7094,SAINT PAMPHILE  TRAINED SPOTTER (X4690697),46.92000,-69.70940,341 meters,snowfall,2016-02-29 16:36,12.700,cm,33.000,hours,00125,
46.9200_069.7094,SAINT PAMPHILE  TRAINED SPOTTER (X4690697),46.92000,-69.70940,341 meters,snowfall,2016-02-29 16:36,12.700,cm,10.000,hours,00125,
47.0438_068.1965,3 W STOCKHOLM  SOCIAL MEDIA (X4700682),47.04375,-68.19650,185 meters,snowfall,2016-02-29 14:00,6.350,cm,30.000,hours,04783,
47.0438_068.1965,3 W STOCKHOLM  SOCIAL MEDIA (X4700682),47.04375,-68.19650,185 meters,snowfall,2016-02-29 14:00,6.350,cm,7.000,hours,04783,
47.2158_068.0763,GRAND ISLE (AR023),47.21582,-68.07631,242 meters,snowfall,2016-02-29 20:05,9.652,cm,36.000,hours,04746,
47.2158_068.0763,GRAND ISLE (AR023),47.21582,-68.07631,242 meters,snowfall,2016-02-29 20:05,9.652,cm,13.000,hours,04746,
47.2158_068.0763,GRAND ISLE (AR023),47.21582,-68.07631,242 meters,snowfall,2016-02-29 14:57,7.620,cm,31.000,hours,04746,
47.2158_068.0763,GRAND ISLE (AR023),47.21582,-68.07631,242 meters,snowfall,2016-02-29 14:57,7.620,cm,8.000,hours,04746,
47.2778_068.1053,LILLE (AR034),47.27780,-68.10526,140 meters,snowfall,2016-02-29 14:52,6.350,cm,31.000,hours,04746,
47.2778_068.1053,LILLE (AR034),47.27780,-68.10526,140 meters,snowfall,2016-02-29 14:52,6.350,cm,8.000,hours,04746,
47.3490_068.2820,2 ESE MADAWASKA  TRAINED SPOTTER (AR132),47.34900,-68.28200,169 meters,snowfall,2016-02-29 22:00,11.684,cm,15.000,hours,04756,
47.3498_068.3274,MADAWASKA  TRAINED SPOTTER (AR037),47.34980,-68.32740,212 meters,snowfall,2016-02-29 16:52,11.430,cm,33.000,hours,04756,
47.3498_068.3274,MADAWASKA  TRAINED SPOTTER (AR037),47.34980,-68.32740,212 meters,snowfall,2016-02-29 16:52,11.430,cm,10.000,hours,04756,
47.3510_068.3325,1 WSW MADAWASKA (AR094),47.35100,-68.33249,200 meters,snowfall,2016-02-29 22:33,13.970,cm,16.000,hours,04756,
47.3553_068.3222,MADAWASKA (699MAD),47.35528,-68.32222,-32768 meters,snowfall,2016-02-29 18:50,13.970,cm,35.000,hours,04756,
47.3553_068.3222,MADAWASKA (699MAD),47.35528,-68.32222,-32768 meters,snowfall,2016-02-29 18:50,13.970,cm,12.000,hours,04756,
