! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Amount_Units,Duration,Duration_Units,Zip_Code,
44.7386_067.3169,WHITING (WS038),44.73860,-67.31686,47 meters,snowfall,2011-02-28 22,20.320,cm,4,hours,04630,
46.6235_068.4019,ASHLAND (DOT02),46.62350,-68.40190,211 meters,snowfall,2011-02-28 20,17.780,cm,4,hours,04732,
46.0060_068.2651,ISLAND FALLS (AR005),46.00601,-68.26505,145 meters,snowfall,2011-02-28 22,17.780,cm,4,hours,04747,
45.4180_067.7350,TOPSFIELD (TOPM1),45.41800,-67.73500,147 meters,snowfall,2011-02-28 20,15.240,cm,4,hours,04490,
45.0563_069.6546,3 WNW WELLINGTON (X4510697),45.05631,-69.65461,358 meters,snowfall,2011-02-28 21,13.970,cm,4,hours,04942,
44.9061_066.9906,EASTPORT (204EAS),44.90611,-66.99056,34 meters,snowfall,2011-02-28 21,13.970,cm,4,hours,04631,
44.7386_067.3169,WHITING (WS038),44.73860,-67.31686,47 meters,snowfall,2011-02-28 22,20.320,cm,6,hours,04630,
46.7631_068.4764,PORTAGE (384POR),46.76306,-68.47639,195 meters,snowfall,2011-02-28 20,12.700,cm,4,hours,04768,
46.1161_067.8066,HOULTON (AR055),46.11614,-67.80655,165 meters,snowfall,2011-02-28 21,12.700,cm,4,hours,04730,
45.0781_067.1100,ROBBINSTON (429ROB),45.07806,-67.11000,25 meters,snowfall,2011-02-28 20,11.938,cm,4,hours,04671,
46.7024_068.1932,2 NW MAPLETON (X4670682),46.70237,-68.19316,198 meters,snowfall,2011-03-01 00,17.780,cm,6,hours,04757,
46.6461_067.8666,EASTON (AR049),46.64615,-67.86656,216 meters,snowfall,2011-03-01 00,17.780,cm,6,hours,04740,
46.6235_068.4019,ASHLAND (DOT02),46.62350,-68.40190,211 meters,snowfall,2011-02-28 20,17.780,cm,6,hours,04732,
46.1128_068.1629,OAKFIELD (DOT14),46.11280,-68.16290,170 meters,snowfall,2011-03-01 01,17.780,cm,6,hours,04763,
46.0603_068.5284,PATTEN (PN039),46.06030,-68.52838,293 meters,snowfall,2011-03-01 01,17.780,cm,6,hours,04765,
46.0060_068.2651,ISLAND FALLS (AR005),46.00601,-68.26505,145 meters,snowfall,2011-02-28 22,17.780,cm,6,hours,04747,
45.4184_069.5863,3 S GREENVILLE (PS020),45.41837,-69.58631,442 meters,snowfall,2011-03-01 00,17.780,cm,6,hours,04441,
46.3083_067.8431,MONTICELLO (11MONT),46.30833,-67.84306,139 meters,snowfall,2011-02-28 21,11.430,cm,4,hours,04760,
45.1369_069.2806,1 SSE EAST SANGERVILLE (ESGM1),45.13690,-69.28060,196 meters,snowfall,2011-02-28 21,11.176,cm,4,hours,04479,
46.8443_068.0132,1 S CARIBOU (AR096),46.84430,-68.01325,178 meters,snowfall,2011-03-01 00,16.510,cm,6,hours,04736,
45.2876_069.4951,MONSON (PS004),45.28756,-69.49512,244 meters,snowfall,2011-03-01 00,16.510,cm,6,hours,04464,
46.8775_067.9857,2 NE CARIBOU (AR014),46.87749,-67.98568,138 meters,snowfall,2011-03-01 00,15.240,cm,6,hours,04736,
46.1847_067.9053,HAMMON (AR033),46.18471,-67.90526,150 meters,snowfall,2011-03-01 01,15.240,cm,6,hours,04730,
46.1406_067.8408,1 N HOULTON (X4610678),46.14058,-67.84080,126 meters,snowfall,2011-03-01 00,15.240,cm,6,hours,04730,
46.1134_068.1506,1 N OAKFIELD (X4610682),46.11338,-68.15060,177 meters,snowfall,2011-03-01 00,15.240,cm,6,hours,04763,
45.6711_069.4469,KOKADJO (PS013),45.67111,-69.44694,372 meters,snowfall,2011-03-01 00,15.240,cm,6,hours,00135,
45.4334_067.7361,1 N TOPSFIELD (X4540677),45.43338,-67.73610,157 meters,snowfall,2011-03-01 00,15.240,cm,6,hours,04490,
45.4180_067.7350,TOPSFIELD (TOPM1),45.41800,-67.73500,147 meters,snowfall,2011-02-28 20,15.240,cm,6,hours,04490,
46.7951_068.4787,PORTAGE (AR062),46.79511,-68.47872,246 meters,snowfall,2011-03-01 00,20.320,cm,8,hours,04768,
46.5456_070.0285,SAINT JUSTE (POE20),46.54557,-70.02847,368 meters,snowfall,2011-02-28 23,20.320,cm,8,hours,,
46.2078_070.2753,SAINT AURELIE (POE19),46.20777,-70.27527,398 meters,snowfall,2011-02-28 23,20.320,cm,8,hours,00132,
44.8692_068.9149,1 E LEVANT (LEVM1),44.86919,-68.91486,49 meters,snowfall,2011-02-28 20,10.160,cm,4,hours,04401,
44.8239_067.1542,EDMUNDS (WS042),44.82389,-67.15423,15 meters,snowfall,2011-02-28 20,10.160,cm,4,hours,,
44.7386_067.3169,WHITING (WS038),44.73860,-67.31686,47 meters,snowfall,2011-02-28 22,20.320,cm,8,hours,04630,
44.4660_068.7168,PENOBSCOT (HA037),44.46596,-68.71681,7 meters,snowfall,2011-02-28 22,10.160,cm,4,hours,04476,
