! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Amount_Units,Duration,Duration_Units,Zip_Code,
31G,DETROIT CGS,42.33330,-82.96670,175 meters,snowfall,2018-02-28 11:00,0.000,cm,24.000,hours,,
3343X_MADIS,"IRMO 1.3 SE, SC",34.08172,-81.17040,87 meters,snowfall,2018-02-28 12:00,0.000,cm,24.000,hours,29212,
3356X_MADIS,"MIDDLETON 1.0 SE, UT",37.11135,-113.53640,836 meters,snowfall,2018-02-28 16:00,0.000,cm,24.000,hours,84790,
3SE,SPENCER 1N,43.16530,-95.14670,403 meters,snowfall,2018-03-01 06:00,0.000,cm,24.000,hours,51301,
47.1660_067.9390,VAN BUREN (VANM1),47.16600,-67.93900,138 meters,snowfall,2018-02-28 13:00,5.080,cm,29.000,hours,04785,
8D3,SISSETON MUNICIPAL AP,45.67080,-96.99610,353 meters,snowfall,2018-03-01 00:00,0.000,cm,24.000,hours,57262,
8D3,SISSETON MUNICIPAL AP,45.67080,-96.99610,353 meters,snowfall,2018-02-28 12:00,0.000,cm,24.000,hours,57262,
AABT2,ABILENE,32.34180,-99.65260,553 meters,snowfall,2018-02-28 15:00,0.000,cm,24.000,hours,79602,
AASM4,ANN ARBOR SE,42.24160,-83.69330,254 meters,snowfall,2018-02-28 12:30,0.000,cm,24.000,hours,48108,
ABBA4,ABBOTT,35.02370,-94.15940,209 meters,snowfall,2018-02-28 15:00,0.000,cm,24.000,hours,72944,
ABDI1,ABERDEEN EXPERIMENT STN,42.95360,-112.82530,1341 meters,snowfall,2018-02-28 15:00,0.000,cm,24.000,hours,83210,
ABEK2,"ABERDEEN,KY",37.23330,-86.68330,155 meters,snowfall,2018-02-28 13:00,0.000,cm,24.000,hours,42261,
ABEQ1,ABEE - AGDM,54.27720,-112.96550,666 meters,snowfall,2018-03-01 06:00,0.000,cm,24.000,hours,,
ABEQ1,ABEE - AGDM,54.27720,-112.96550,666 meters,snowfall,2018-03-01 05:00,0.000,cm,24.000,hours,,
ABEQ1,ABEE - AGDM,54.27720,-112.96550,666 meters,snowfall,2018-03-01 04:00,0.000,cm,24.000,hours,,
