! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Amount_Units,Duration,Duration_Units,Zip_Code,
0000O_MADIS,"BALDWIN COUNTY, AL",30.64240,-87.90760,42 meters,snowfall,2014-02-28 13:00,0.000,cm,24.000,hours,36526,
0000V_MADIS,"MOUNT HOLLY 4.8 E, NC",35.30728,-80.94690,210 meters,snowfall,2014-02-28 12:20,0.000,cm,24.000,hours,28214,
0001H_MADIS,"MARTHASVILLE 6.2 ENE, MO",38.67595,-90.95620,257 meters,snowfall,2014-02-28 13:00,0.000,cm,24.000,hours,63357,
0002R_MADIS,"SALINA 7.0 N, KS",38.91616,-97.59990,406 meters,snowfall,2014-02-28 13:00,0.000,cm,24.000,hours,67401,
0002V_MADIS,"(KC9YKU)NEW CARLISLE 7.3 WNW, I",41.74590,-86.64150,211 meters,snowfall,2014-02-28 12:15,0.000,cm,24.000,hours,46350,
0003H_MADIS,"LOWRY CITY 3.8 ESE, MO",38.12803,-93.65870,241 meters,snowfall,2014-02-28 14:00,0.000,cm,24.000,hours,64763,
0004B_MADIS,"SIERRA VISTA 9.2 SSE, AZ",31.43028,-110.23180,1450 meters,snowfall,2014-02-28 13:00,0.000,cm,24.000,hours,85615,
0005B_MADIS,"PHOENIX 6.3 SSW, AZ",33.35035,-112.09450,397 meters,snowfall,2014-02-28 14:00,0.000,cm,24.000,hours,85041,
0006O_MADIS,"BLOUNT COUNTY, AL",33.80290,-86.56010,326 meters,snowfall,2014-02-28 13:00,0.000,cm,24.000,hours,35133,
0007V_MADIS,"CLAYTON 6.8 ESE, NC",35.61937,-78.34110,58 meters,snowfall,2014-02-28 13:00,0.000,cm,24.000,hours,27520,
0008O_MADIS,"TUSCUMBIA 8.9 SW, AL",34.62240,-87.79410,234 meters,snowfall,2014-02-28 13:00,0.000,cm,24.000,hours,35674,
0010H_MADIS,"KIRKWOOD 1.6 S, MO",38.55800,-90.42430,197 meters,snowfall,2014-02-28 13:00,0.000,cm,24.000,hours,63122,
0011R_MADIS,"BROOKLIN 2.5 NW, ME",44.28066,-68.61620,32 meters,snowfall,2014-02-28 12:00,2.032,cm,24.000,hours,04616,
