! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Amount_Units,Duration,Duration_Units,Zip_Code,
42.4588_074.5817,JEFFERSON (WRGB0002),42.45879,-74.58172,617 meters,snowfall,2010-02-28 12,86.360,cm,22,hours,12093,
42.8727_074.4068,GLEN (WRGB0016),42.87274,-74.40683,238 meters,snowfall,2010-02-28 12,68.580,cm,22,hours,12072,
42.7317_074.1449,KNOX (WRGB0014),42.73170,-74.14485,302 meters,snowfall,2010-02-28 13,62.992,cm,22,hours,12053,
44.2700_070.4500,PARIS (OX46),44.27000,-70.45000,308 meters,snowfall,2010-02-28 14,30.480,cm,12,hours,04281,
42.9008_074.5267,PALATINE BRIDGE (WRGB0004),42.90080,-74.52665,181 meters,snowfall,2010-02-28 12,49.022,cm,22,hours,13428,
1352S_MADIS,"RANDOLPH 1.4 NE, NH",44.38824,-71.26950,544 meters,snowfall,2010-02-28 12,52.070,cm,24,hours,03593,
38.0142_080.4394,FRIARS HILL (989FRI),38.01417,-80.43944,717 meters,snowfall,2010-02-28 22,50.800,cm,24,hours,24966,
43.2300_071.5200,RANDOLF (CO19),43.23000,-71.52000,75 meters,snowfall,2010-02-28 14,24.638,cm,12,hours,03301,
43.4394_074.3161,WELLS (WRGB0000),43.43943,-74.31615,521 meters,snowfall,2010-02-28 13,34.798,cm,22,hours,12190,
2703S_MADIS,"WEST SENECA 0.9 E, NY",42.83804,-78.73390,204 meters,snowfall,2010-03-01 00,35.560,cm,24,hours,14224,
41.9034_079.6523,CORRY (CLE0230),41.90340,-79.65230,504 meters,snowfall,2010-02-28 14,15.240,cm,12,hours,16407,
41.9678_074.2941,WEST SHOKAN (WRGB0001),41.96782,-74.29412,223 meters,snowfall,2010-02-28 12,26.670,cm,22,hours,12494,
1941H_MADIS,"ERIE 5.7 SSE, PA",42.05550,-80.02690,368 meters,snowfall,2010-02-28 12,28.956,cm,24,hours,16509,
EBNP1,"EBENSBURG,PA",40.46810,-78.72890,596 meters,snowfall,2010-02-28 12,27.940,cm,24,hours,15931,
PRGN6,PERRYSBURG,42.46470,-79.00310,373 meters,snowfall,2010-02-28 12,26.670,cm,24,hours,14129,
HCSA2,"40MI.NW HAINES,AK",59.45000,-136.35000,,snowfall,2010-02-28 17,26.670,cm,24,hours,99827,
AYTA2,ALYESKA WEATHER TOP,60.96280,-149.06890,,snowfall,2010-02-28 15,25.400,cm,24,hours,00198,
JWTN6,RESIDENCE WITHIN,42.23560,-74.13330,612 meters,snowfall,2010-02-28 15,22.860,cm,22,hours,12424,
8688O_MADIS,"COLDEN 1.4 NNW, NY",42.64740,-78.71120,472 meters,snowfall,2010-02-28 13,24.638,cm,24,hours,14033,
41.6000_081.1500,HAMBDEN TWP. (CLE131),41.60000,-81.15000,397 meters,snowfall,2010-02-28 12,73.914,cm,72,hours,44024,
41.9300_080.3000,FRANKLIN CTR (CLE020),41.93000,-80.30000,331 meters,snowfall,2010-02-28 13,72.136,cm,72,hours,16410,
WWBV1,"WEST WORDSBORO,VT",43.03330,-72.85000,448 meters,snowfall,2010-02-28 15,21.590,cm,22,hours,05355,
1464H_MADIS,"PAINESVILLE 3.8 SSW, OH",41.67452,-81.26690,234 meters,snowfall,2010-02-28 12,23.368,cm,24,hours,44077,
BIRM3,USACOE BIRCH HILL DAM,42.63330,-72.11670,261 meters,snowfall,2010-02-28 12,22.860,cm,24,hours,01368,
AYMA2,ALYESKA WEATHER MID,60.96220,-149.08970,,snowfall,2010-02-28 15,22.860,cm,24,hours,00198,
AYBA2,ALYESKA BASE,60.95920,-149.10810,,snowfall,2010-02-28 15,22.860,cm,24,hours,99587,
2498C_MADIS,"WESTMONT 1.1 W, PA",40.31695,-78.97230,584 meters,snowfall,2010-02-28 12,22.606,cm,24,hours,15905,
MVIN6,MAYVILLE,42.23940,-79.50780,422 meters,snowfall,2010-02-28 12,22.098,cm,24,hours,14757,
TERW2,TERRA ALTA,39.44670,-79.54690,792 meters,snowfall,2010-02-28 14,20.320,cm,24,hours,26764,
LOWP1,LOWVILLE,42.03000,-79.82000,404 meters,snowfall,2010-02-28 12,20.320,cm,24,hours,16442,
43.9014_070.4708,RAYMOND (124RAYM),43.90139,-70.47083,86 meters,snowfall,2010-02-28 15,10.160,cm,12,hours,04071,
0406H_MADIS,"YORK 3.3 N, NE",40.91560,-97.59850,494 meters,snowfall,2010-02-28 07,20.066,cm,24,hours,68467,
41.6400_081.0600,THOMPSON 5SW (CLE131),41.64000,-81.06000,401 meters,snowfall,2010-02-28 14,19.558,cm,24,hours,44086,
SHHN6,SCHOHARIE,42.66500,-74.30360,209 meters,snowfall,2010-02-28 15,17.780,cm,22,hours,12157,
ACVN6,"ALCOVE,NY",42.46970,-73.92670,182 meters,snowfall,2010-02-28 15,17.780,cm,22,hours,12007,
POWV1,"POWNAL,VT",42.78330,-73.21670,348 meters,snowfall,2010-02-28 15,17.526,cm,22,hours,05261,
MWN,MOUNT WASHINGTON,44.26670,-71.30000,1715 meters,snowfall,2010-02-28 12,18.288,cm,24,hours,00176,
VCGA2,VIRGIN CREEK AT GIRDWOOD,60.95130,-149.12790,,snowfall,2010-02-28 16,18.034,cm,24,hours,99587,
1726O_MADIS,"ANCHORAGE 31.7 SE, AK",60.95117,-149.12780,,snowfall,2010-02-28 15,18.034,cm,24,hours,99587,
MCHN2,KYLE CANYON TOWN OF MT CHARLESTON,36.25970,-115.64170,2271 meters,snowfall,2010-03-01 00,17.780,cm,24,hours,89124,
5488H_MADIS,"BERLIN 3.9 ESE, NH",44.47639,-71.17730,374 meters,snowfall,2010-02-28 11,17.780,cm,24,hours,03570,
41.6100_081.0400,MONTVILLE (CLE1322),41.61000,-81.04000,356 meters,snowfall,2010-02-28 15,8.890,cm,12,hours,44064,
41.5800_081.2000,CHARDON (CLE130),41.58000,-81.20000,393 meters,snowfall,2010-02-28 14,8.890,cm,12,hours,44024,
1468H_MADIS,"KIRTLAND 0.9 SW, OH",41.58862,-81.34910,326 meters,snowfall,2010-02-28 12,17.780,cm,24,hours,44094,
SBOP1,"3MI.WNW SPRINGBORO,PA",41.83330,-80.45000,319 meters,snowfall,2010-02-28 12,17.272,cm,24,hours,16435,
41.9300_080.3000,FRANKLIN CTR (CLE020),41.93000,-80.30000,331 meters,snowfall,2010-02-28 13,8.636,cm,12,hours,16410,
41.3200_081.6700,BROADVIEW HTS (CLE1132),41.32000,-81.67000,341 meters,snowfall,2010-02-28 14,51.562,cm,72,hours,44147,
38.0575_080.7069,QUINWOOD (96QUIN),38.05750,-80.70694,918 meters,snowfall,2010-02-28 17,8.382,cm,12,hours,25981,
43.7052_074.9590,OLD FORGE 0.8 SE (NYHR9),43.70523,-74.95898,546 meters,snowfall,2010-02-28 13,15.240,cm,22,hours,13331,
9141O_MADIS,"RANDOLPH 4.0 WSW, NH",44.35931,-71.36580,458 meters,snowfall,2010-02-28 12,16.510,cm,24,hours,03593,
42.5306_077.3150,PRATTSBURGH (794108PR),42.53056,-77.31500,595 meters,snowfall,2010-02-28 14,16.510,cm,24,hours,14873,
41.6700_081.2500,CONCORD TWP. (CLE1224),41.67000,-81.25000,261 meters,snowfall,2010-02-28 13,49.276,cm,72,hours,44077,
7425O_MADIS,"WEST SENECA 2.4 SE, NY",42.81668,-78.71360,233 meters,snowfall,2010-02-28 12,16.256,cm,24,hours,14224,
42.7431_073.6550,BRUNSWICK (BRUN6),42.74305,-73.65500,129 meters,snowfall,2010-02-28 15,14.732,cm,22,hours,12180,
0836H_MADIS,"HAMBURG 0.4 WSW, NY",42.72253,-78.84330,244 meters,snowfall,2010-02-28 12,15.494,cm,24,hours,14075,
WLSN6,"2MI.S WALES CENTER,NY",42.74170,-78.50970,333 meters,snowfall,2010-02-28 12,15.240,cm,24,hours,14052,
SLDN6,SLIDE MOUNTAIN,42.01670,-74.41670,958 meters,snowfall,2010-02-28 12,15.240,cm,24,hours,12410,
MECN6,MECKLENBURG 4 SW,42.44220,-76.75740,453 meters,snowfall,2010-02-28 12,15.240,cm,24,hours,14818,
CHRO1,"1MI.NE CHARDON,OH",41.58330,-81.18330,348 meters,snowfall,2010-02-28 13,15.240,cm,24,hours,44024,
9930O_MADIS,"ORCHARD PARK 1.2 SW, NY",42.75112,-78.76280,257 meters,snowfall,2010-02-28 12,15.240,cm,24,hours,14127,
43.1700_071.8200,HENNIKER (ME62),43.17000,-71.82000,186 meters,snowfall,2010-02-28 14,7.620,cm,12,hours,03242,
42.4422_076.7578,MECKLENBURG (MECN6),42.44222,-76.75778,453 meters,snowfall,2010-02-28 12,15.240,cm,24,hours,14818,
41.8500_080.2700,EDINBORO (CLE0335),41.85000,-80.27000,347 meters,snowfall,2010-02-28 13,7.620,cm,12,hours,16412,
41.8327_080.2087,CROSSINGVILLE 2NW (CLE0335),41.83270,-80.20870,417 meters,snowfall,2010-02-28 12,7.620,cm,12,hours,16412,
PLCN6,PLATTE CLOVE,42.13890,-74.09140,638 meters,snowfall,2010-02-28 11,14.732,cm,24,hours,12427,
41.9500_080.5500,CONNEAUT I-90 (CLE140),41.95000,-80.55000,189 meters,snowfall,2010-02-28 14,14.732,cm,24,hours,44030,
41.6000_081.1500,HAMBDEN TWP. (CLE131),41.60000,-81.15000,397 meters,snowfall,2010-02-28 12,7.366,cm,12,hours,44024,
OLDM2,OAKLAND,39.39830,-79.39500,738 meters,snowfall,2010-02-28 12,14.478,cm,24,hours,21550,
1929H_MADIS,"MEADVILLE 6.7 NW, PA",41.71350,-80.24090,404 meters,snowfall,2010-02-28 12,14.478,cm,24,hours,16335,
42.7817_074.1708,DELANSON (NYSC1),42.78174,-74.17077,375 meters,snowfall,2010-02-28 12,13.208,cm,22,hours,12053,
1402H_MADIS,"RICHMOND HEIGHTS 0.4 NNE, OH",41.56400,-81.50090,258 meters,snowfall,2010-02-28 12,14.224,cm,24,hours,44143,
BAKC3,NEW HARTFORD-1MI.E NEPAUG RIVER,41.84170,-73.01030,196 meters,snowfall,2010-02-28 15,12.954,cm,22,hours,06057,
TURM1,TURNER,44.28220,-70.25610,169 meters,snowfall,2010-02-28 12,13.970,cm,24,hours,04282,
42.7333_077.1167,PENN_YAN (NY1511),42.73333,-77.11667,320 meters,snowfall,2010-02-28 14,13.970,cm,24,hours,14527,
DLSN6,DELANSON 2NE,42.76720,-74.17110,294 meters,snowfall,2010-02-28 15,12.700,cm,22,hours,12053,
CAIN6,"3MI.NW CAIRO,NY",42.31940,-74.04030,160 meters,snowfall,2010-02-28 15,12.700,cm,22,hours,12413,
42.7679_074.1818,DUANESBURG (WRGB0003),42.76791,-74.18184,311 meters,snowfall,2010-02-28 13,12.700,cm,22,hours,12053,
SMRP1,"SOMERSET,PA",40.00000,-79.08330,653 meters,snowfall,2010-02-28 13,13.462,cm,24,hours,15501,
9862O_MADIS,"NORWAY 11.5 WNW, ME",44.30165,-70.74640,338 meters,snowfall,2010-02-28 12,13.462,cm,24,hours,04255,
NFKC3,REFERENCE CLIMATE STATION,41.97250,-73.22080,426 meters,snowfall,2010-02-28 15,12.192,cm,22,hours,06058,
9167C_MADIS,"DELANSON 2.5 NNE, NY",42.78173,-74.17080,375 meters,snowfall,2010-02-28 12,13.208,cm,24,hours,12053,
42.0500_080.1400,MILLCREEK TWP. (CLE0145),42.05000,-80.14000,302 meters,snowfall,2010-02-28 14,6.604,cm,12,hours,16506,
42.5455_074.1475,RENSSELAERVILLE (NYAB10),42.54548,-74.14748,495 meters,snowfall,2010-02-28 12,11.938,cm,22,hours,12023,
TRLP1,LYCOMING CREEK,41.41830,-77.03310,218 meters,snowfall,2010-02-28 12,12.954,cm,24,hours,17771,
46.0270_068.5000,PATTEN (PATM1),46.02700,-68.50000,250 meters,snowfall,2010-02-28 13,9.652,cm,18,hours,04765,
WPTM1,WESTPORT ISLAND,43.88810,-69.70890,33 meters,snowfall,2010-02-28 13,12.700,cm,24,hours,04578,
PICW2,"2MI.N PICKENS,WV",38.66670,-80.20000,895 meters,snowfall,2010-02-28 12,12.700,cm,24,hours,26224,
CAAW2,CANAAN VALLEY,39.05890,-79.44030,973 meters,snowfall,2010-02-28 13,12.700,cm,24,hours,26260,
BETM1,P.O. BOX AT BETHEL,44.31670,-70.75000,404 meters,snowfall,2010-02-28 12,12.700,cm,24,hours,04255,
9771O_MADIS,"DORCHESTER 3.5 NE, NH",43.80600,-71.93400,318 meters,snowfall,2010-02-28 11,12.700,cm,24,hours,03266,
42.0100_080.3400,LAKE CITY (CLE013),42.01000,-80.34000,227 meters,snowfall,2010-02-28 13,6.350,cm,12,hours,16423,
41.7396_080.5416,PIERPONT 2SE (CLE1412),41.73960,-80.54160,330 meters,snowfall,2010-02-28 13,6.350,cm,12,hours,44082,
41.4000_081.6000,GARFIELD HTS (CLE111),41.40000,-81.60000,273 meters,snowfall,2010-02-28 14,6.350,cm,12,hours,44125,
41.3200_081.6700,BROADVIEW HTS (CLE1132),41.32000,-81.67000,341 meters,snowfall,2010-02-28 14,6.350,cm,12,hours,44147,
1114O_MADIS,"RANDOLPH 1.1 ENE, NY",42.17056,-78.96120,409 meters,snowfall,2010-02-28 14,12.700,cm,24,hours,14772,
0839O_MADIS,"ALBANY COUNTY, NY",42.66696,-74.05090,442 meters,snowfall,2010-02-28 13,12.700,cm,24,hours,12059,
0839H_MADIS,"EAST AURORA 0.1 ENE, NY",42.76750,-78.61580,282 meters,snowfall,2010-02-28 12,12.700,cm,24,hours,14052,
0816H_MADIS,"FORESTVILLE 2.1 SW, NY",42.44736,-79.20450,359 meters,snowfall,2010-02-28 16,12.700,cm,24,hours,14062,
PEKN6,GLOVERSVILLE 7NW,43.11500,-74.42360,430 meters,snowfall,2010-02-28 15,11.430,cm,22,hours,12078,
43.0508_074.3555,GLOVERSVILLE (WRGB0007),43.05079,-74.35551,246 meters,snowfall,2010-02-28 13,11.430,cm,22,hours,12078,
42.9706_073.8642,BALSTON SPA (WRGB0002),42.97060,-73.86416,109 meters,snowfall,2010-02-28 13,11.430,cm,22,hours,12020,
HRTM1,"HARTFORD,ME",44.37470,-70.31720,217 meters,snowfall,2010-02-28 12,12.446,cm,24,hours,04221,
RFDM1,RUMFORD 7SW,44.49470,-70.65640,199 meters,snowfall,2010-02-28 14,12.192,cm,24,hours,04276,
HVAW2,"HACKER VALLEY,WV",38.65000,-80.48330,353 meters,snowfall,2010-02-28 11,12.192,cm,24,hours,26217,
41.3514_081.7371,NORTH ROYALTON (CLE1149),41.35140,-81.73710,329 meters,snowfall,2010-02-28 11,6.096,cm,12,hours,44129,
ECTA2,EAGLECREST TOP,58.26660,-134.50130,,snowfall,2010-02-28 18,11.938,cm,24,hours,99801,
0794H_MADIS,"RENSSELAERVILLE 2.1 NNW, NY",42.54548,-74.14750,495 meters,snowfall,2010-02-28 12,11.938,cm,24,hours,12023,
46.0603_068.5284,PATTEN (PN039),46.06030,-68.52838,293 meters,snowfall,2010-02-28 13,8.890,cm,18,hours,04765,
9070C_MADIS,"AVOCA 3.5 N, NY",42.45828,-77.41130,413 meters,snowfall,2010-02-28 10,11.684,cm,24,hours,14809,
41.6700_081.2500,CONCORD TWP. (CLE1224),41.67000,-81.25000,261 meters,snowfall,2010-02-28 13,5.842,cm,12,hours,44077,
42.9361_073.4325,BUSKIRK (BSKN6),42.93611,-73.43250,154 meters,snowfall,2010-02-28 15,10.668,cm,22,hours,12057,
NORM1,NORWAY,44.21940,-70.60360,198 meters,snowfall,2010-02-28 12,11.430,cm,24,hours,04268,
HIGN4,HIGHLANDS,40.45000,-73.98330,0 meters,snowfall,2010-02-28 12,22.860,cm,48,hours,,
GYX,"PORTLAND, ME",43.89250,-70.25500,117 meters,snowfall,2010-02-28 12,11.430,cm,24,hours,04039,
8090O_MADIS,"ERIE COUNTY, NY",42.80560,-78.60810,288 meters,snowfall,2010-02-28 12,11.430,cm,24,hours,14059,
1366S_MADIS,"BLASDELL 1.5 SSW, NY",42.77657,-78.84440,193 meters,snowfall,2010-02-28 12,11.430,cm,24,hours,14219,
0832H_MADIS,"ELMA 3.5 NE, NY",42.86270,-78.58400,253 meters,snowfall,2010-02-28 12,11.430,cm,24,hours,14086,
0668S_MADIS,"AUBURN 5.1 SW, ME",44.02869,-70.31750,115 meters,snowfall,2010-02-28 12,11.430,cm,24,hours,04260,
43.0639_073.7793,SARATOGA SPRINGS (WRGB0008),43.06388,-73.77926,103 meters,snowfall,2010-02-28 13,10.414,cm,22,hours,12866,
43.0603_073.7801,SARATOGA SPRINGS (NYSR4),43.06032,-73.78008,101 meters,snowfall,2010-02-28 12,10.414,cm,22,hours,12866,
41.7125_080.4273,CONNEAUTVILLE 6SW (CLE0336),41.71250,-80.42730,359 meters,snowfall,2010-02-28 12,5.588,cm,12,hours,16424,
COBN6,"2MI.ESE COBLESKILL,NY",42.66670,-74.43330,404 meters,snowfall,2010-02-28 15,10.160,cm,22,hours,12043,
43.4900_073.7866,WARRENSBURG (WRGB0018),43.49005,-73.78656,217 meters,snowfall,2010-02-28 12,10.160,cm,22,hours,12885,
42.9370_075.7721,FENNER (NY3647),42.93702,-75.77212,460 meters,snowfall,2010-02-28 12,10.922,cm,24,hours,13035,
2963C_MADIS,"FRIENDSVILLE 4.8 SW, MD",39.61635,-79.47110,699 meters,snowfall,2010-02-28 12,10.922,cm,24,hours,21531,
ROWW2,ROWLESBURG,39.34220,-79.67060,437 meters,snowfall,2010-02-28 12,10.668,cm,24,hours,26425,
DURM1,"DURHAM,ME",43.98690,-70.05500,47 meters,snowfall,2010-02-28 12,10.668,cm,24,hours,04222,
42.0800_080.1800,ERIE AIRPORT (CLE010),42.08000,-80.18000,221 meters,snowfall,2010-02-28 12,5.334,cm,12,hours,16505,
42.0200_080.2500,FAIRVIEW (CLE010),42.02000,-80.25000,265 meters,snowfall,2010-02-28 13,5.334,cm,12,hours,16415,
41.7700_081.0500,MADISON (CLE1226),41.77000,-81.05000,227 meters,snowfall,2010-02-28 15,10.668,cm,24,hours,44057,
HERM4,"HERMAN,MI",46.65000,-88.33330,560 meters,snowfall,2010-02-28 13,10.414,cm,24,hours,49946,
0937H_MADIS,"SARATOGA SPRINGS 0.5 S, NY",43.06032,-73.78010,101 meters,snowfall,2010-02-28 12,10.414,cm,24,hours,12866,
45.0863_069.6301,WELLINGTON (PS003),45.08634,-69.63008,312 meters,snowfall,2010-02-28 14,7.620,cm,18,hours,04942,
WRRP1,"WARREN,PA",41.85000,-79.13330,419 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,16365,
SRAN6,SARATOGA JR HIGH SCHOOL,43.08330,-73.80000,105 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,12866,
SCMQ7,"SAINT CAMILLE,PQ",46.48330,-70.21670,387 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,,
SCHP1,FREEPORT DAM,40.68420,-79.66810,239 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,16229,
SAGP1,SAGAMORE,40.78190,-79.23750,358 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,16249,
RHAN6,ALLEGANY STATE PARK,42.10080,-78.75000,466 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,14779,
RDWP1,"RIDGWAY,PA",41.41670,-78.75000,421 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,15853,
POLM1,"POLAND,ME",44.00750,-70.36190,173 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,04274,
FWVW2,FELLOWSVILLE,39.32970,-79.82860,427 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,26444,
FRKN6,"18MI.N OLEAN,NY",42.33330,-78.46670,484 meters,snowfall,2010-02-28 13,10.160,cm,24,hours,14737,
CONP1,"1MI.SW CONFLUENCE,PA",39.80000,-79.36670,443 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,15411,
CNLP1,CONNELLSVILLE,39.98810,-79.59280,298 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,15431,
CLCP1,COWANESQUE DAM SNOW,41.98330,-77.15000,335 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,16929,
CHRP1,CHARLEROI,40.14690,-79.89920,230 meters,snowfall,2010-02-28 11,10.160,cm,24,hours,15012,
CHKP1,CHALKHILL,39.85000,-79.58780,608 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,15437,
CFLP1,DAM,39.80000,-79.36670,443 meters,snowfall,2010-02-28 13,10.160,cm,24,hours,15411,
BTHM1,"2MI.NW BATH,ME",43.93330,-69.85000,29 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,04530,
BSWP1,"1MI.SW BOSWELL,PA",40.15810,-79.03780,560 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,15531,
ASDC1,BISHOP CREEK,37.23060,-118.59720,2680 meters,snowfall,2010-02-28 18,10.160,cm,24,hours,93514,
ALPA3,ALPINE,33.84920,-109.14690,2436 meters,snowfall,2010-02-28 23,10.160,cm,24,hours,85920,
ALBM4,ALBERTA FORD FOR CEN,46.64480,-88.48120,394 meters,snowfall,2010-02-28 14,10.160,cm,24,hours,49946,
6398H_MADIS,"BATH 1.1 WSW, ME",43.93063,-69.85730,8 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,04530,
42.1284_079.8945,NORTHEAST 6SW (CLE0249),42.12840,-79.89450,427 meters,snowfall,2010-02-28 14,5.080,cm,12,hours,16428,
41.7300_081.1700,PERRY TOWNSHIP (CLE121),41.73000,-81.17000,232 meters,snowfall,2010-02-28 12,5.080,cm,12,hours,44081,
41.4500_081.6900,CLEVELAND (CLE112),41.45000,-81.69000,193 meters,snowfall,2010-02-28 12,5.080,cm,12,hours,44109,
41.4500_081.3300,RUSSEL TWP (CLE130),41.45000,-81.33000,360 meters,snowfall,2010-02-28 12,5.080,cm,12,hours,44072,
41.0600_081.9100,CHIPPEWA LK (CLE200),41.06000,-81.91000,306 meters,snowfall,2010-02-28 13,10.160,cm,24,hours,44256,
2004H_MADIS,"LATROBE 0.6 NW, PA",40.31894,-79.38940,297 meters,snowfall,2010-02-28 14,10.160,cm,24,hours,15650,
1545R_MADIS,"NORTH ROYALTON 0.3 SW, OH",41.30927,-81.74840,287 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,44133,
1484H_MADIS,"OBERLIN 2.8 E, OH",41.29337,-82.16240,232 meters,snowfall,2010-02-28 10,10.160,cm,24,hours,44074,
0844H_MADIS,"LACKAWANNA 0.5 SSE, NY",42.81052,-78.82590,182 meters,snowfall,2010-02-28 12,10.160,cm,24,hours,14218,
43.6945_074.9864,OLD FORGE (NYHR1),43.69448,-74.98640,561 meters,snowfall,2010-02-28 12,9.144,cm,22,hours,13331,
BKBW2,DAVIS.,39.09830,-79.43190,1136 meters,snowfall,2010-02-28 12,9.906,cm,24,hours,26260,
2241S_MADIS,"TUCKER COUNTY, WV",39.09820,-79.43340,1133 meters,snowfall,2010-02-28 12,9.906,cm,24,hours,26260,
SUNV1,SUNDERLAND VILLAGE,43.09080,-73.12440,273 meters,snowfall,2010-02-28 15,8.890,cm,22,hours,05250,
RHBN6,STAATSBURG,41.88470,-73.86860,94 meters,snowfall,2010-02-28 15,8.890,cm,22,hours,12580,
43.2896_073.7190,QUEENSBURY (NYWR4),43.28955,-73.71904,125 meters,snowfall,2010-02-28 12,8.890,cm,22,hours,12804,
42.7198_073.9304,SCHENECTADY (NYAB6),42.71976,-73.93037,93 meters,snowfall,2010-02-28 12,8.890,cm,22,hours,12303,
MCRW2,OF RAINELLE P.O.,37.99000,-80.75000,742 meters,snowfall,2010-02-28 12,9.398,cm,24,hours,25962,
42.0452_073.5864,ANCRAMDALE (WRGB0003),42.04518,-73.58640,205 meters,snowfall,2010-02-28 12,8.382,cm,22,hours,12503,
FLGM1,FLAGSTAFF LAKE,45.21670,-70.20000,344 meters,snowfall,2010-02-28 12,9.144,cm,24,hours,00133,
9847O_MADIS,"GRAY 1.7 ENE, ME",43.88850,-70.29440,96 meters,snowfall,2010-02-28 12,9.144,cm,24,hours,04039,
9100C_MADIS,"CAROLINE CENTER 0.1 SE, NY",42.35204,-76.31840,489 meters,snowfall,2010-02-28 12,9.144,cm,24,hours,14817,
8998C_MADIS,"NORWICH 5.7 NE, NY",42.58333,-75.43330,534 meters,snowfall,2010-02-28 12,9.144,cm,24,hours,13843,
