! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Amount_Units,Duration,Duration_Units,Zip_Code,
31G,DETROIT CGS,42.33330,-82.96670,175 meters,snowfall,2019-02-28 14:00,0.003,cm,24.000,hours,,
38.0200_078.4800,1 S Charlottesville  Broadcast Media (X3800785),38.02000,-78.48000,135 meters,snowfall,2019-03-01 05:23,0.003,cm,24.000,hours,22902,
38.0200_078.4800,1 S Charlottesville  Broadcast Media (X3800785),38.02000,-78.48000,135 meters,snowfall,2019-03-01 05:23,0.003,cm,15.000,hours,22902,
38.8500_077.0300,WASHINGTON/NATL (KDCA),38.85000,-77.03000,0 meters,snowfall,2019-03-01 05:52,0.003,cm,25.000,hours,,
38.8500_077.0300,WASHINGTON/NATL (KDCA),38.85000,-77.03000,0 meters,snowfall,2019-03-01 05:52,0.003,cm,16.000,hours,,
38.9100_077.2800,1 WNW Vienna  Trained Spotter (FX121),38.91000,-77.28000,126 meters,snowfall,2019-03-01 05:17,0.003,cm,24.000,hours,22181,
38.9800_077.3500,2 ENE Herndon  Trained Spotter (FX227),38.98000,-77.35000,132 meters,snowfall,2019-03-01 05:45,0.003,cm,25.000,hours,20194,
38.9800_077.4900,Dulles International Airport  Airport (X3900775),38.98000,-77.49000,97 meters,snowfall,2019-03-01 06:00,0.003,cm,25.000,hours,20166,
38.9800_077.4900,Dulles International Airport  Airport (X3900775),38.98000,-77.49000,97 meters,snowfall,2019-03-01 06:00,0.003,cm,16.000,hours,20166,
38.9900_077.1200,Bethesda  Broadcast Media (X3900771),38.99000,-77.12000,106 meters,snowfall,2019-03-01 05:57,0.003,cm,25.000,hours,20817,
39.0400_077.0800,1 ENE Garrett Park  Trained Spotter (MO225),39.04000,-77.08000,100 meters,snowfall,2019-03-01 05:35,0.003,cm,25.000,hours,20895,
39.0700_079.1600,2 ESE Kline Gap  Trained Spotter (GN003),39.07000,-79.16000,409 meters,snowfall,2019-03-01 04:45,2.540,cm,24.000,hours,26833,
39.0700_079.1600,2 ESE Kline Gap  Trained Spotter (GN003),39.07000,-79.16000,409 meters,snowfall,2019-03-01 04:45,2.540,cm,15.000,hours,26833,
39.0800_078.5300,3 E Wardensville  Trained Spotter (HD004),39.08000,-78.53000,540 meters,snowfall,2019-03-01 04:30,0.003,cm,24.000,hours,26851,
39.0800_078.5300,3 E Wardensville  Trained Spotter (HD004),39.08000,-78.53000,540 meters,snowfall,2019-03-01 04:30,0.003,cm,15.000,hours,26851,
39.1400_077.2200,Gaithersburg  County Emrg Mgmt (X3910772),39.14000,-77.22000,128 meters,snowfall,2019-03-01 05:48,0.003,cm,25.000,hours,20878,
39.2774_081.6028,W D Miller Trailer Park  Public (X3930816),39.27740,-81.60280,197 meters,snowfall,2019-03-01 02:25,0.003,cm,1.000,hours,45714,
39.2915_080.2569,BRIDGEPORT (X3930803),39.29150,-80.25690,314 meters,snowfall,2019-03-01 04:09,5.080,cm,3.000,hours,26330,
39.3242_082.0961,ATHENS (X3930821),39.32420,-82.09610,193 meters,snowfall,2019-03-01 01:54,0.003,cm,1.000,hours,45701,
39.3400_078.9200,E Burlington  Trained Spotter (MNS02),39.34000,-78.92000,259 meters,snowfall,2019-03-01 04:30,0.254,cm,24.000,hours,26710,
39.3400_078.9200,E Burlington  Trained Spotter (MNS02),39.34000,-78.92000,259 meters,snowfall,2019-03-01 04:30,0.254,cm,15.000,hours,26710,
39.4583_080.1353,1 SSE FAIRMONT (FRTW2),39.45833,-80.13527,395 meters,snowfall,2019-03-01 05:00,2.540,cm,24.000,hours,26554,
39.5316_080.1207,RIVESVILLE  PUBLIC (X3950801),39.53160,-80.12070,284 meters,snowfall,2019-03-01 04:40,10.160,cm,7.000,hours,26588,
