! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
EPSW1,21A07 - EASY PASS AM,48.85930,-121.43890,1600 meters,swe,2016-03-01 06,192.786,cm,00072,
LLPC1,LOWER LASSEN PEAK SNOW COURSE,40.46810,-121.50690,2514 meters,swe,2016-02-29 12,165.100,cm,96071,
AFSW1,PARADISE,46.78150,-121.74700,1570 meters,swe,2016-03-01 06,151.384,cm,98361,
BRTW1,BROWN TOP,48.92750,-121.19710,1781 meters,swe,2016-03-01 06,150.876,cm,00072,
SWCW1,SWIFT CREEK,46.16370,-122.18410,1369 meters,swe,2016-03-01 06,144.780,cm,98648,
CAYW1,CAYUSE PASS,46.87170,-121.53200,1635 meters,swe,2016-03-01 05,139.954,cm,98022,
LYLW1,LYMAN LAKE,48.19070,-120.91900,1986 meters,swe,2016-03-01 06,137.414,cm,98852,
CWRQ2,CHILLIWACK RIVER SNOW PILLOW,49.03330,-121.71670,1567 meters,swe,2016-03-01 06,129.692,cm,,
REDQ2,REDFISH CREEK,49.69027,-117.08638,2085 meters,swe,2016-03-01 06,129.108,cm,,
MTCQ2,MT COOK,52.18277,-119.32138,1565 meters,swe,2016-03-01 06,125.197,cm,,
SLIC1,SLIDE CANYON,38.10000,-119.43330,3030 meters,swe,2016-03-01 06,123.825,cm,00040,
TUGA2,TURNAGAIN PASS,60.78040,-149.18330,558 meters,swe,2016-03-01 06,123.190,cm,99631,
HRPW1,HARTS PASS,48.72040,-120.65850,1982 meters,swe,2016-03-01 06,121.158,cm,00076,
PCRW1,PARK CREEK RIDGE,48.44490,-120.91550,1411 meters,swe,2016-03-01 06,119.380,cm,98852,
SPLW1,SURPRISE LAKES,46.09500,-121.76350,1310 meters,swe,2016-03-01 06,115.316,cm,98648,
SZKQ2,SPUZZUM CREEK SNOW PILLOW,49.66060,-121.65890,1198 meters,swe,2016-03-01 06,109.195,cm,,
LELC1,LEAVITT LAKE,38.27600,-119.61180,2928 meters,swe,2016-03-01 06,107.696,cm,96107,
OMWW1,OLALLIE MEADOWS,47.37410,-121.44210,1227 meters,swe,2016-03-01 05,106.680,cm,98922,
