! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
LLPC1,LOWER LASSEN PEAK SNOW COURSE,40.46810,-121.50690,2514 meters,swe,2010-03-01 06,204.826,cm,96071,
EPSW1,21A07 - EASY PASS AM,48.85930,-121.43890,1600 meters,swe,2010-03-01 06,188.722,cm,00072,
SLTC1,SLATE CREEK,41.04610,-122.48110,1741 meters,swe,2010-02-28 12,168.910,cm,96051,
HIGC1,HIGHLANDS LAKES GOES,41.09170,-122.49170,1805 meters,swe,2010-02-28 12,148.082,cm,96091,
SHMC1,SHIMMY LAKE GOES,41.00530,-122.80170,1954 meters,swe,2010-02-28 12,146.050,cm,96052,
RRMC1,RED ROCK MOUNTAIN,41.01670,-122.88330,1908 meters,swe,2010-02-28 12,140.970,cm,96052,
BKHW1,BUCKINGHORSE,47.70840,-123.46060,1412 meters,swe,2010-03-01 06,136.398,cm,98563,
BRTW1,BROWN TOP,48.92750,-121.19710,1781 meters,swe,2010-03-01 06,129.794,cm,00072,
BNKC1,BONANZA KING,41.08310,-122.61670,1782 meters,swe,2010-02-28 12,124.714,cm,96091,
SDFC1,SAND FLAT,41.35000,-122.24500,2081 meters,swe,2010-02-28 12,124.206,cm,96067,
SWCW1,SWIFT CREEK,46.16370,-122.18410,1369 meters,swe,2010-03-01 06,123.190,cm,98648,
STMC1,STOUTS MEADOW GOES,41.17000,-121.93800,1615 meters,swe,2010-02-28 12,122.682,cm,96065,
BKLC1,BUCKS LAKE,39.85000,-121.24190,1759 meters,swe,2010-03-01 06,118.567,cm,00028,
MRSW1,MORSE LAKE,46.90570,-121.48270,1650 meters,swe,2010-03-01 06,112.014,cm,98937,
AFSW1,PARADISE,46.78150,-121.74700,1570 meters,swe,2010-03-01 06,110.490,cm,98361,
HRKC1,HARKNESS FLAT,40.41800,-120.27500,1382 meters,swe,2010-03-01 06,110.109,cm,00019,
TAHQ2,TAHTSA LAKE WEST SNOW PILLOW,53.56670,-127.63330,1580 meters,swe,2010-03-01 06,109.931,cm,,
LLSC1,LAKE LOIS,38.92500,-120.19690,2522 meters,swe,2010-03-01 06,109.449,cm,00051,
