! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
REDQ2,REDFISH CREEK,49.69027,-117.08638,2085 meters,swe,2015-03-01 06,116.103,cm,,
MTCQ2,MT COOK,52.18277,-119.32138,1565 meters,swe,2015-03-01 06,98.704,cm,,
AZUQ2,AZURE RIVER,52.59600,-119.72400,1625 meters,swe,2015-03-01 06,97.790,cm,,
BRTW1,BROWN TOP,48.92750,-121.19710,1781 meters,swe,2015-03-01 06,97.282,cm,00072,
LYLW1,LYMAN LAKE,48.19070,-120.91900,1986 meters,swe,2015-03-01 06,96.774,cm,98852,
TSAQ2,TSAI CREEK,54.64600,-127.67500,1366 meters,swe,2015-03-01 06,92.202,cm,,
HRPW1,HARTS PASS,48.72040,-120.65850,1982 meters,swe,2015-03-01 06,88.900,cm,00076,
CRAI1,CRATER MEADOWS,46.56310,-115.28830,1814 meters,swe,2015-03-01 06,88.138,cm,83544,
NOIM8,NOISY BASIN,48.15670,-113.94620,1859 meters,swe,2015-03-01 05,87.884,cm,59901,
MSPM8,MOSS PEAK,47.68490,-113.96230,2061 meters,swe,2015-03-01 06,87.122,cm,59860,
SLKQ2,ST LEON CREEK SNOW PILLOW,50.43330,-117.70000,1836 meters,swe,2015-03-01 06,86.106,cm,,
MTRQ2,MOUNT REVELSTOKE SNOW PILLOW,51.03640,-118.15140,1785 meters,swe,2015-03-01 06,85.090,cm,,
NFJM8,NORTH FORK JOCKO,47.27260,-113.75620,1864 meters,swe,2015-03-01 06,82.296,cm,59868,
CO-SU-4,"FRISCO 0.5 N, CO",39.58230,-106.09590,2766 meters,swe,2015-02-28 14,81.280,cm,80435,
EPSW1,21A07 - EASY PASS AM,48.85930,-121.43890,1600 meters,swe,2015-03-01 06,80.518,cm,00072,
TWLM8,TWIN LAKES,46.14260,-114.50540,1955 meters,swe,2015-03-01 06,79.502,cm,59840,
GTHW4,GRAND TARGHEE SNOTEL,43.77930,-110.92780,2825 meters,swe,2015-03-01 06,79.502,cm,83012,
CPCM8,COPPER CAMP,47.08160,-112.72960,2131 meters,swe,2015-03-01 06,77.724,cm,59639,
FTMM8,FLATTOP MTN.,48.80240,-113.85720,1915 meters,swe,2015-03-01 05,77.216,cm,59916,
MOLQ2,MOLSON CREEK SNOW PILLOW,52.22220,-118.22500,1941 meters,swe,2015-03-01 06,77.191,cm,,
BNTQ2,BURNT BRIDGE CREEK,52.48100,-126.24900,1324 meters,swe,2015-03-01 06,73.203,cm,,
GORQ1,GORDON LAKE LOOKOUT NEAR FORT MCMURRAY,56.61750,-110.49440,513 meters,swe,2015-03-01 06,72.873,cm,,
TENQ2,TENQUILLE LAKE,50.53600,-122.93000,1671 meters,swe,2015-03-01 06,72.593,cm,,
STTM8,STUART MOUNTAIN,46.99510,-113.92660,2215 meters,swe,2015-03-01 06,72.390,cm,59802,
KYKQ2,KEYSTONE CREEK SNOW PILLOW,51.41140,-118.36080,1852 meters,swe,2015-03-01 06,71.704,cm,,
LSLI1,LOST LAKE,47.07190,-115.95810,1692 meters,swe,2015-03-01 06,71.628,cm,83873,
PPAQ2,PINE PASS,55.35310,-122.63720,1386 meters,swe,2015-03-01 06,70.409,cm,,
BHPYN_MADIS,PINE PASS,55.35310,-122.63720,1386 meters,swe,2015-03-01 06,70.409,cm,,
COLI1,COOL CREEK,46.76360,-115.29530,1928 meters,swe,2015-03-01 06,70.104,cm,83544,
CELQ2,CELISTA MOUNTAIN SNOW PILLOW,51.40600,-118.98570,1533 meters,swe,2015-03-01 06,69.901,cm,,
EACQ2,EAST CREEK SNOW PILLOW,50.63970,-116.92970,2077 meters,swe,2015-03-01 06,69.393,cm,,
CLPQ2,COLPITTI CREEK,51.60780,-117.61080,2133 meters,swe,2015-03-01 06,69.190,cm,,
YNKQ2,YANKS PEAK EAST,52.83166,-121.35472,1682 meters,swe,2015-03-01 06,68.199,cm,,
CCUQ2,CARIBOU CREEK UPPER,51.10920,-117.22830,2176 meters,swe,2015-03-01 06,68.199,cm,,
TOWC2,TOWER,40.53740,-106.67680,3245 meters,swe,2015-03-01 06,67.818,cm,80487,
FSHM8,FISHER CREEK,45.06230,-109.94490,2784 meters,swe,2015-03-01 06,67.818,cm,59030,
TGLU1,TONY GROVE LAKE,41.89840,-111.62960,2579 meters,swe,2015-03-01 06,67.310,cm,84321,
DHLM8,DARKHORSE LAKE,45.17370,-113.58450,2726 meters,swe,2015-03-01 06,67.056,cm,59736,
KOSQ2,KOSTAL LAKE SNOW PILLOW,52.20360,-120.03220,1762 meters,swe,2015-03-01 06,65.507,cm,,
DDSI1,DEADWOOD SUMMIT,44.54480,-115.56300,2091 meters,swe,2015-03-01 06,65.278,cm,83638,
BADM8,BADGER PASS,48.13090,-113.02320,2092 meters,swe,2015-03-01 06,65.278,cm,59448,
TRMI1,TRINITY MTN.,43.62900,-115.43820,2382 meters,swe,2015-03-01 06,65.024,cm,83601,
LELC1,LEAVITT LAKE,38.27600,-119.61180,2928 meters,swe,2015-03-01 06,64.770,cm,96107,
PKMQ2,PARK MOUNTAIN SNOW PILLOW,50.44720,-118.61970,1850 meters,swe,2015-03-01 06,64.592,cm,,
HEMI1,HEMLOCK BUTTE,46.48110,-115.63360,1772 meters,swe,2015-03-01 06,64.008,cm,83544,
RAIW1,RAINY PASS,48.51870,-120.73580,1505 meters,swe,2015-03-01 06,63.754,cm,98852,
HWCI1,HOWELL CANYON,42.32110,-113.61560,2440 meters,swe,2015-03-01 06,63.246,cm,83342,
MBSW4,MED BOW,41.37830,-106.34680,3205 meters,swe,2015-03-01 06,62.992,cm,82331,
STZI1,SCHWEITZER BASIN,48.37430,-116.63920,1857 meters,swe,2015-03-01 06,62.738,cm,83856,
GRSW4,GRASSY LAKE SNOTEL,44.12610,-110.83440,2239 meters,swe,2015-03-01 06,62.484,cm,83012,
HOOM8,HOODOO BASIN,46.97500,-115.03490,1852 meters,swe,2015-03-01 06,61.468,cm,59872,
VNNI1,VIENNA MINE SNOTEL,43.79940,-114.85270,2727 meters,swe,2015-03-01 06,61.214,cm,83340,
STAM8,STAHL PEAK,48.90900,-114.86300,1854 meters,swe,2015-02-28 08,61.214,cm,59917,
RVCQ2,REVOLUTION CREEK SNOW PILLOW,53.78330,-120.36670,1693 meters,swe,2015-03-01 06,60.808,cm,,
CWRQ2,CHILLIWACK RIVER SNOW PILLOW,49.03330,-121.71670,1567 meters,swe,2015-03-01 06,60.706,cm,,
BLBM8,BLACK BEAR,44.50830,-111.12800,2492 meters,swe,2015-03-01 06,59.436,cm,59758,
MTWQ2,MOUNT WELLS SNOW PILLOW,53.73330,-126.41670,1468 meters,swe,2015-03-01 06,58.395,cm,,
BCBC1,BLACKCAP BASIN GOES,37.06670,-118.76670,3137 meters,swe,2015-03-01 06,58.369,cm,00017,
ATAI1,ATLANTA SUMMIT,43.75690,-115.23910,2308 meters,swe,2015-03-01 06,58.166,cm,83601,
PCRW1,PARK CREEK RIDGE,48.44490,-120.91550,1411 meters,swe,2015-03-01 06,57.404,cm,98852,
GRNQ2,GREEN MOUNTAIN SNOW PILLOW,50.79560,-122.92470,1772 meters,swe,2015-03-01 06,56.794,cm,,
TOPW4,TWO OCEAN PLATEAU SNOTEL,44.15180,-110.22120,2829 meters,swe,2015-03-01 06,56.642,cm,82190,
SDMM8,SADDLE MTN.,45.69260,-113.96820,2407 meters,swe,2015-03-01 06,56.642,cm,83463,
EVNW4,EVENING STAR SNOTEL,44.65260,-109.78420,2764 meters,swe,2015-03-01 05,56.642,cm,82414,
SCDW4,SPRING CREEK DIVIDE SNOTEL,42.52540,-110.66150,2758 meters,swe,2015-03-01 06,56.388,cm,83122,
