! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
EPSW1,21A07 - EASY PASS AM,48.85930,-121.43890,1600 meters,swe,2013-03-01 06,216.408,cm,00072,
AFSW1,PARADISE,46.78150,-121.74700,1570 meters,swe,2013-03-01 06,177.546,cm,98361,
APSW1,ALPINE MEADOWS,47.77960,-121.69850,1065 meters,swe,2013-03-01 06,170.180,cm,98294,
MRTW1,MARTEN RIDGE,48.76300,-121.69820,1082 meters,swe,2013-03-01 06,169.672,cm,00072,
SWCW1,SWIFT CREEK,46.16370,-122.18410,1369 meters,swe,2013-03-01 06,167.894,cm,98648,
SZKQ2,SPUZZUM CREEK SNOW PILLOW,49.66060,-121.65890,1198 meters,swe,2013-03-01 06,156.210,cm,,
BKHW1,BUCKINGHORSE,47.70840,-123.46060,1412 meters,swe,2013-03-01 06,150.876,cm,98563,
MNOW1,MF NOOKSACK,48.82460,-121.92950,1504 meters,swe,2013-03-01 06,142.748,cm,00072,
CWRQ2,CHILLIWACK RIVER SNOW PILLOW,49.03330,-121.71670,1567 meters,swe,2013-03-01 06,139.700,cm,,
CAYW1,CAYUSE PASS,46.87170,-121.53200,1635 meters,swe,2013-03-01 06,136.144,cm,98022,
BRTW1,BROWN TOP,48.92750,-121.19710,1781 meters,swe,2013-03-01 06,130.302,cm,00072,
OMWW1,OLALLIE MEADOWS,47.37410,-121.44210,1227 meters,swe,2013-03-01 06,129.032,cm,98922,
MRBW1,JUNE LAKE,46.14800,-122.15480,1065 meters,swe,2013-03-01 06,129.032,cm,98648,
KUSW1,SKOOKUM CREEK,47.68450,-121.60950,1020 meters,swe,2013-03-01 06,126.238,cm,98024,
JUMQ2,JUMP CREEK SNOW PILLOW,48.96950,-124.27620,1136 meters,swe,2013-03-01 06,122.098,cm,,
LPSW1,LONE PINE,46.27140,-121.96290,1222 meters,swe,2013-03-01 06,121.920,cm,98648,
