! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
EPSW1,21A07 - EASY PASS AM,48.85930,-121.43890,1600 meters,swe,2011-03-01 06,210.566,cm,00072,
LLSC1,LAKE LOIS,38.92500,-120.19690,2522 meters,swe,2011-03-01 06,174.803,cm,00051,
MELC1,MEADOW LK SNOW COURSE,39.41690,-120.50810,2290 meters,swe,2011-02-28 12,160.528,cm,95728,
LUCC1,20L04 - LAKE LUCILLE,38.86670,-120.11670,2422 meters,swe,2011-02-28 20,154.940,cm,96150,
BRTW1,BROWN TOP,48.92750,-121.19710,1781 meters,swe,2011-03-01 06,154.686,cm,00072,
LLPC1,LOWER LASSEN PEAK SNOW COURSE,40.46810,-121.50690,2514 meters,swe,2011-03-01 06,151.994,cm,96071,
BKHW1,BUCKINGHORSE,47.70840,-123.46060,1412 meters,swe,2011-03-01 06,144.018,cm,98563,
AFSW1,PARADISE,46.78150,-121.74700,1570 meters,swe,2011-03-01 06,143.764,cm,98361,
RDMC1,RED MTN SNOW COURSE,39.34310,-120.50810,2206 meters,swe,2011-02-28 20,143.510,cm,95728,
LELC1,LEAVITT LAKE,38.27600,-119.61180,2928 meters,swe,2011-03-01 06,139.700,cm,96107,
FNCC1,20K08 - FURNACE FLAT,39.35000,-120.50000,2188 meters,swe,2011-02-28 20,138.430,cm,95728,
CSCC1,20K28 - CASTLE CREEK,39.35000,-120.35000,2305 meters,swe,2011-02-28 20,134.874,cm,96161,
HRSC1,HORSE MEADOWS,38.15810,-119.66190,2624 meters,swe,2011-02-28 12,134.366,cm,95335,
NOIM8,NOISY BASIN,48.15670,-113.94620,1859 meters,swe,2011-03-01 05,134.112,cm,59901,
RCWC1,ROBINSON COW CAMP SNOW COURSE,39.62310,-120.67810,2022 meters,swe,2011-03-01 06,134.010,cm,00065,
BKLC1,BUCKS LAKE,39.85000,-121.24190,1759 meters,swe,2011-02-28 23,133.502,cm,00028,
SWCW1,SWIFT CREEK,46.16370,-122.18410,1369 meters,swe,2011-03-01 06,131.318,cm,98648,
CAYW1,CAYUSE PASS,46.87170,-121.53200,1635 meters,swe,2011-03-01 06,129.032,cm,98022,
208C1,MAMMOTH LAKES,37.61999,-118.99166,2560 meters,swe,2011-02-28 20,127.508,cm,93546,
PLPC1,PILOT PEAK,39.78610,-120.87500,2090 meters,swe,2011-02-28 12,125.476,cm,95981,
CRAI1,CRATER MEADOWS,46.56310,-115.28830,1814 meters,swe,2011-03-01 06,124.714,cm,83544,
SLMC1,ELSTANISLAUS MEADOW (GOES),38.50000,-119.93690,2359 meters,swe,2011-02-28 12,123.698,cm,00044,
SZKQ2,SPUZZUM CREEK SNOW PILLOW,49.66060,-121.65890,1198 meters,swe,2011-03-01 06,123.495,cm,,
LSLI1,LOST LAKE,47.07190,-115.95810,1692 meters,swe,2011-03-01 06,123.444,cm,83873,
GNLC1,GIANELLI,38.20500,-119.89190,2568 meters,swe,2011-02-28 12,123.444,cm,95335,
RBCC1,RBICON PEAK 1 SNOW COURSE,38.99190,-120.14190,2564 meters,swe,2011-02-28 20,122.936,cm,96150,
ECOC1,ECHO PEAK,38.84900,-120.07850,2332 meters,swe,2011-03-01 06,122.174,cm,96150,
BRMI1,BEAR MOUNTAIN,48.30580,-116.07450,1663 meters,swe,2011-03-01 06,121.666,cm,83836,
SCEC1,SCHNEIDER,38.74690,-120.06810,2671 meters,swe,2011-02-28 12,119.380,cm,96150,
MRTW1,MARTEN RIDGE,48.76300,-121.69820,1082 meters,swe,2011-03-01 06,119.380,cm,00072,
MNOW1,MF NOOKSACK,48.82460,-121.92950,1504 meters,swe,2011-03-01 06,119.380,cm,00072,
SBDU1,SNOWBIRD,40.56400,-111.65500,2942 meters,swe,2011-03-01 06,119.126,cm,00100,
CSSC1,CSS LAB,39.32570,-120.36810,2103 meters,swe,2011-03-01 06,119.126,cm,96162,
SQVC1,SQUAW VLY 2 SNOW COURSE,39.18810,-120.24810,2095 meters,swe,2011-02-28 20,118.872,cm,96145,
SODC1,SODA SPRINGS 1E,39.32560,-120.36720,2115 meters,swe,2011-02-28 12,118.364,cm,96162,
STZI1,SCHWEITZER BASIN,48.37430,-116.63920,1857 meters,swe,2011-03-01 06,118.110,cm,83856,
UMCQ2,UPPER MOSLEY CREEK,51.77777,-124.62083,1645 meters,swe,2011-03-01 06,117.932,cm,,
LYLW1,LYMAN LAKE,48.19070,-120.91900,1986 meters,swe,2011-03-01 06,117.856,cm,98852,
MSPM8,MOSS PEAK,47.68490,-113.96230,2061 meters,swe,2011-03-01 05,116.586,cm,59860,
MMUC1,MITCHELL MEADOW,36.73610,-118.71220,3031 meters,swe,2011-03-01 06,115.443,cm,00026,
CPCM8,COPPER CAMP,47.08160,-112.72960,2131 meters,swe,2011-03-01 05,115.316,cm,59639,
NFJM8,NORTH FORK JOCKO,47.27260,-113.75620,1864 meters,swe,2011-03-01 05,115.062,cm,59868,
ILKC1,INDEPENDENCE LAKE,39.42750,-120.31340,2549 meters,swe,2011-03-01 06,114.808,cm,95728,
PSCC1,PASCOES,35.96690,-118.35000,2942 meters,swe,2011-03-01 06,114.554,cm,00026,
HEMI1,HEMLOCK BUTTE,46.48110,-115.63360,1772 meters,swe,2011-03-01 06,114.554,cm,83544,
TOWC2,TOWER,40.53740,-106.67680,3245 meters,swe,2011-03-01 06,114.300,cm,80487,
MITC1,MITCHELL MEADOWS,36.73690,-118.70000,2794 meters,swe,2011-02-28 22,114.300,cm,00026,
COLI1,COOL CREEK,46.76360,-115.29530,1928 meters,swe,2011-03-01 06,114.300,cm,83544,
FOIC1,FORNI RIDGE,38.80500,-120.21310,2300 meters,swe,2011-02-28 12,114.046,cm,95720,
WCKC1,WEST WOODCHUCK MEADOW,37.03000,-118.91810,2783 meters,swe,2011-02-28 22,113.792,cm,00017,
SQWC1,SQUAW VALLEY G.C.,39.19000,-120.26480,2427 meters,swe,2011-03-01 06,113.284,cm,96145,
VNVC1,VAN VLECK,38.94500,-120.30500,2058 meters,swe,2011-02-28 12,110.490,cm,00051,
TSAQ2,TSAI CREEK,54.64600,-127.67500,1366 meters,swe,2011-03-01 06,110.211,cm,,
FDYC1,20K07 - FORDYCE LAKE,39.35000,-120.50000,2188 meters,swe,2011-02-28 20,109.982,cm,95728,
TGLU1,TONY GROVE LAKE,41.89840,-111.62960,2579 meters,swe,2011-03-01 06,109.220,cm,84321,
FMNU1,FARMINGTON,40.97480,-111.80930,2415 meters,swe,2011-03-01 06,109.220,cm,84025,
MAMC1,MAMMOTH PASS,37.61000,-119.03310,2866 meters,swe,2011-02-28 12,108.204,cm,00020,
FTMM8,FLATTOP MTN.,48.80240,-113.85720,1915 meters,swe,2011-03-01 05,107.950,cm,59916,
HRPW1,HARTS PASS,48.72040,-120.65850,1982 meters,swe,2011-03-01 06,107.696,cm,00076,
RTTC1,RATTLESNAKE CK BASIN SNOW COURSE,36.98190,-118.72000,3033 meters,swe,2011-02-28 20,106.680,cm,00017,
LCSC1,LOWER CARSON PASS SNOW COURSE,38.69310,-119.99810,2579 meters,swe,2011-02-28 20,106.680,cm,00044,
SHSC1,SACHSE SPRINGS SNOW COURSE,38.08500,-119.83690,2422 meters,swe,2011-02-28 20,106.172,cm,00040,
JUMQ2,JUMP CREEK SNOW PILLOW,48.96950,-124.27620,1136 meters,swe,2011-03-01 06,105.689,cm,,
PGPW1,PIGTAIL PEAK,46.62150,-121.38630,1772 meters,swe,2011-03-01 06,105.664,cm,98937,
WRDC1,WARD CREEK #3,39.13560,-120.21760,2069 meters,swe,2011-03-01 06,105.156,cm,96145,
SLIC1,SLIDE CANYON,38.10000,-119.43330,3030 meters,swe,2011-02-28 12,105.156,cm,00040,
MRSW1,MORSE LAKE,46.90570,-121.48270,1650 meters,swe,2011-03-01 06,104.140,cm,98937,
REDQ2,REDFISH CREEK,49.69000,-117.08638,2078 meters,swe,2011-03-01 06,103.632,cm,,
FDCC1,FORESTDALE CREEK,38.68250,-119.95970,2454 meters,swe,2011-03-01 06,102.616,cm,96120,
