! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
CWRQ2,CHILLIWACK RIVER SNOW PILLOW,49.03330,-121.71670,1567 meters,swe,2014-03-01 06,147.701,cm,,
AFSW1,PARADISE,46.78150,-121.74700,1570 meters,swe,2014-03-01 06,144.780,cm,98361,
PGPW1,PIGTAIL PEAK,46.62150,-121.38630,1772 meters,swe,2014-03-01 06,127.000,cm,98937,
MNOW1,MF NOOKSACK,48.82460,-121.92950,1504 meters,swe,2014-03-01 06,126.238,cm,00072,
CRAI1,CRATER MEADOWS,46.56310,-115.28830,1814 meters,swe,2014-03-01 06,118.618,cm,83544,
BRTW1,BROWN TOP,48.92750,-121.19710,1781 meters,swe,2014-03-01 06,117.348,cm,00072,
OMWW1,OLALLIE MEADOWS,47.37410,-121.44210,1227 meters,swe,2014-03-01 06,114.300,cm,98922,
LSLI1,LOST LAKE,47.07190,-115.95810,1692 meters,swe,2014-03-01 06,114.046,cm,83873,
TOWC2,TOWER,40.53740,-106.67680,3245 meters,swe,2014-03-01 06,111.506,cm,80487,
TWLM8,TWIN LAKES,46.14260,-114.50540,1955 meters,swe,2014-02-28 08,109.474,cm,59840,
HEMI1,HEMLOCK BUTTE,46.48110,-115.63360,1772 meters,swe,2014-03-01 06,109.474,cm,83544,
SZKQ2,SPUZZUM CREEK SNOW PILLOW,49.66060,-121.65890,1198 meters,swe,2014-03-01 06,109.093,cm,,
MTHO3,MT HOOD TEST SITE,45.32100,-121.71580,1649 meters,swe,2014-03-01 06,107.442,cm,97028,
COLI1,COOL CREEK,46.76360,-115.29530,1928 meters,swe,2014-03-01 06,107.188,cm,83544,
LYLW1,LYMAN LAKE,48.19070,-120.91900,1986 meters,swe,2014-03-01 06,102.616,cm,98852,
HEDQ2,HEDRICK LAKE,54.10600,-121.00600,1118 meters,swe,2014-03-01 05,101.498,cm,,
MRTW1,MARTEN RIDGE,48.76300,-121.69820,1082 meters,swe,2014-03-01 06,100.584,cm,00072,
BRMI1,BEAR MOUNTAIN,48.30580,-116.07450,1663 meters,swe,2014-03-01 06,98.552,cm,83836,
NFJM8,NORTH FORK JOCKO,47.27260,-113.75620,1864 meters,swe,2014-03-01 06,98.298,cm,59868,
RVCQ2,REVOLUTION CREEK SNOW PILLOW,53.78330,-120.36670,1693 meters,swe,2014-03-01 06,96.698,cm,,
GTHW4,GRAND TARGHEE SNOTEL,43.77930,-110.92780,2825 meters,swe,2014-03-01 06,96.012,cm,83012,
APSW1,ALPINE MEADOWS,47.77960,-121.69850,1065 meters,swe,2014-03-01 06,95.250,cm,98294,
HOOM8,HOODOO BASIN,46.97500,-115.03490,1852 meters,swe,2014-03-01 06,94.996,cm,59872,
CPCM8,COPPER CAMP,47.08160,-112.72960,2131 meters,swe,2014-03-01 06,93.980,cm,59639,
MTCQ2,MOUNT COOK,52.18333,-119.31666,1579 meters,swe,2014-03-01 06,93.802,cm,,
FTMM8,FLATTOP MTN.,48.80240,-113.85720,1915 meters,swe,2014-03-01 05,93.472,cm,59916,
PPAQ2,PINE PASS,55.35310,-122.63720,1386 meters,swe,2014-03-01 06,91.694,cm,,
BHPYN_MADIS,PINE PASS,55.35310,-122.63720,1386 meters,swe,2014-03-01 06,91.694,cm,,
REDQ2,REDFISH CREEK,49.69000,-117.08638,2078 meters,swe,2014-03-01 06,90.399,cm,,
LLSC1,LAKE LOIS,38.92500,-120.19690,2522 meters,swe,2014-03-01 06,90.043,cm,00051,
ZIRC2,ZIRKEL,40.79490,-106.59540,2855 meters,swe,2014-03-01 06,89.916,cm,80480,
YNKQ2,YANKS PEAK EAST,52.83333,-121.35000,1712 meters,swe,2014-03-01 06,89.103,cm,,
CAYW1,CAYUSE PASS,46.87170,-121.53200,1635 meters,swe,2014-03-01 06,88.138,cm,98022,
MTRQ2,MOUNT REVELSTOKE SNOW PILLOW,51.03640,-118.15140,1785 meters,swe,2014-03-01 06,88.011,cm,,
TGLU1,TONY GROVE LAKE,41.89840,-111.62960,2579 meters,swe,2014-03-01 06,87.630,cm,84321,
HRPW1,HARTS PASS,48.72040,-120.65850,1982 meters,swe,2014-03-01 06,87.630,cm,00076,
STZI1,SCHWEITZER BASIN,48.37430,-116.63920,1857 meters,swe,2014-03-01 06,87.122,cm,83856,
NOIM8,NOISY BASIN,48.15670,-113.94620,1859 meters,swe,2014-03-01 05,86.868,cm,59901,
PCRW1,PARK CREEK RIDGE,48.44490,-120.91550,1411 meters,swe,2014-03-01 06,86.614,cm,98852,
FSHM8,FISHER CREEK,45.06230,-109.94490,2784 meters,swe,2014-03-01 06,85.598,cm,59030,
SPLW1,SURPRISE LAKES,46.09500,-121.76350,1310 meters,swe,2014-03-01 06,85.344,cm,98648,
WPKW4,WHISKEY PARK,41.00290,-106.90850,2742 meters,swe,2014-03-01 06,84.582,cm,82325,
MSPM8,MOSS PEAK,47.68490,-113.96230,2061 meters,swe,2014-03-01 06,84.328,cm,59860,
PMNM8,POORMAN CREEK,48.12670,-115.62330,1547 meters,swe,2014-03-01 05,83.058,cm,59923,
KUSW1,SKOOKUM CREEK,47.68450,-121.60950,1020 meters,swe,2014-03-01 06,82.296,cm,98024,
SLKQ2,ST LEON CREEK SNOW PILLOW,50.43330,-117.70000,1836 meters,swe,2014-03-01 06,82.093,cm,,
MRSW1,MORSE LAKE,46.90570,-121.48270,1650 meters,swe,2014-03-01 06,82.042,cm,98937,
ELBI1,ELK BUTTE,46.84000,-116.12230,1731 meters,swe,2014-03-01 06,81.788,cm,83544,
WILW4,WILLOW CREEK SNOTEL,42.81510,-110.83520,2471 meters,swe,2014-03-01 06,80.772,cm,83122,
SVNW1,STEVENS PASS,47.74650,-121.09250,1217 meters,swe,2014-03-01 06,80.772,cm,98288,
DHLM8,DARKHORSE LAKE,45.17370,-113.58450,2726 meters,swe,2014-03-01 06,80.772,cm,59736,
SWCW1,SWIFT CREEK,46.16370,-122.18410,1369 meters,swe,2014-03-01 06,80.518,cm,98648,
REDO3,RED HILL,45.46430,-121.70430,1346 meters,swe,2014-03-01 06,80.518,cm,97031,
EVNW4,EVENING STAR SNOTEL,44.65260,-109.78420,2764 meters,swe,2014-03-01 05,79.756,cm,82414,
SOSC2,SCHOFIELD PASS,39.01520,-107.04880,3266 meters,swe,2014-03-01 06,78.740,cm,81623,
BADM8,BADGER PASS,48.13090,-113.02320,2092 meters,swe,2014-03-01 06,78.232,cm,59448,
TOPW4,TWO OCEAN PLATEAU SNOTEL,44.15180,-110.22120,2829 meters,swe,2014-03-01 06,77.978,cm,82190,
MOLQ2,MOLSON CREEK SNOW PILLOW,52.22220,-118.22500,1941 meters,swe,2014-03-01 06,76.708,cm,,
STTM8,STUART MOUNTAIN,46.99510,-113.92660,2215 meters,swe,2014-03-01 06,75.946,cm,59802,
COLC2,COLUMBINE,40.39480,-106.60410,2790 meters,swe,2014-03-01 06,75.946,cm,80430,
BLHW4,BLACKHALL MTN,41.05620,-106.71380,3005 meters,swe,2014-03-01 06,75.946,cm,82325,
BLBM8,BLACK BEAR,44.50830,-111.12800,2492 meters,swe,2014-03-01 06,75.946,cm,59758,
SCDW4,SPRING CREEK DIVIDE SNOTEL,42.52540,-110.66150,2758 meters,swe,2014-03-01 06,75.692,cm,83122,
GRSW4,GRASSY LAKE SNOTEL,44.12610,-110.83440,2239 meters,swe,2014-03-01 06,75.692,cm,83012,
MLKO3,MILK SHAKES,45.98220,-117.94880,1701 meters,swe,2014-03-01 06,75.438,cm,97828,
LPSI1,LOLO PASS,46.63450,-114.58070,1621 meters,swe,2014-03-01 06,74.930,cm,83525,
BLKQ2,BLACKWALL PEAK SNOW PILLOW,49.10000,-120.76670,1898 meters,swe,2014-03-01 06,74.803,cm,,
GORQ1,GORDON LAKE LOOKOUT NEAR FORT MCMURRAY,56.61750,-110.49440,513 meters,swe,2014-03-01 06,74.498,cm,,
SDMM8,SADDLE MTN.,45.69260,-113.96820,2407 meters,swe,2014-03-01 06,74.422,cm,83463,
BBSW4,BLIND BULL SUMMIT SNOTEL,42.96400,-110.60970,2715 meters,swe,2014-03-01 06,74.422,cm,83122,
BKHW1,BUCKINGHORSE,47.70840,-123.46060,1412 meters,swe,2014-03-01 06,74.168,cm,98563,
TRPW4,TRIPLE PEAK SNOTEL,42.76390,-110.59140,2609 meters,swe,2014-03-01 06,73.914,cm,83113,
AZUQ2,AZURE RIVER,52.59600,-119.72400,1625 meters,swe,2014-03-01 06,73.609,cm,,
COPW1,CORRAL PASS,47.01850,-121.46500,1772 meters,swe,2014-03-01 06,72.644,cm,98022,
DDSI1,DEADWOOD SUMMIT,44.54480,-115.56300,2091 meters,swe,2014-03-01 06,72.390,cm,83638,
PKMQ2,PARK MOUNTAIN SNOW PILLOW,50.44720,-118.61970,1850 meters,swe,2014-03-01 06,71.704,cm,,
LWSW4,LEWIS LAKE DIVIDE SNOTEL,44.20860,-110.66630,2402 meters,swe,2014-03-01 06,71.120,cm,82190,
KOSQ2,KOSTAL LAKE SNOW PILLOW,52.20360,-120.03220,1762 meters,swe,2014-03-01 06,70.891,cm,,
LLKA2,LONG LAKE,58.18600,-133.83220,248 meters,swe,2014-03-01 06,70.612,cm,99801,
SMPW1,STAMPEDE PASS,47.27450,-121.34160,1187 meters,swe,2014-03-01 06,70.358,cm,98022,
RXSW1,REX RIVER,47.30200,-121.60480,1151 meters,swe,2014-03-01 06,70.358,cm,98022,
BLPU1,BEN LOMOND PEAK,41.37600,-111.94410,2350 meters,swe,2014-03-01 06,69.850,cm,84310,
CRLC1,CHARLOTTE LAKE,36.77720,-118.42610,3174 meters,swe,2014-03-01 06,69.799,cm,93633,
BVPW1,BEAVER PASS,48.87930,-121.25570,1113 meters,swe,2014-03-01 06,69.088,cm,00072,
MOQI1,MOSQUITO RIDGE,48.05740,-116.23050,1606 meters,swe,2014-03-01 06,68.834,cm,83837,
RESC2,RABBIT EARS,40.36780,-106.74040,2882 meters,swe,2014-03-01 06,68.326,cm,80487,
ELSW1,ELBOW LAKE,48.69090,-121.90890,932 meters,swe,2014-03-01 06,68.326,cm,00072,
PHBW4,PHILLIPS BENCH SNOTEL,43.51950,-110.91100,2464 meters,swe,2014-03-01 06,68.072,cm,83014,
OLDW4,OLD BATTLE,41.15400,-106.96940,3021 meters,swe,2014-03-01 06,68.072,cm,82325,
SASW1,SASSE RIDGE,47.38490,-121.06330,1328 meters,swe,2014-03-01 06,67.818,cm,98922,
NFCW4,NORTH FRENCH CREEK,41.33080,-106.37560,3093 meters,swe,2014-03-01 05,67.818,cm,82331,
HDLI1,HIDDEN LAKE,48.89370,-116.75750,1525 meters,swe,2014-03-01 06,67.818,cm,83805,
SVPI1,SAVAGE PASS,46.46630,-114.63330,1891 meters,swe,2014-03-01 06,67.564,cm,83525,
SAWW1,SAWMILL RIDGE,47.15990,-121.42170,1416 meters,swe,2014-03-01 06,67.564,cm,98022,
UDDU1,USU DOC DANIEL,41.90040,-111.50980,2480 meters,swe,2014-03-01 06,67.310,cm,84321,
CEDQ2,CEDAR-KITEEN,55.15200,-128.71000,914 meters,swe,2014-03-01 06,66.802,cm,,
TOGW4,TOGWOTEE PASS SNOTEL,43.74900,-110.05780,2929 meters,swe,2014-03-01 06,66.548,cm,83013,
INCW4,INDIAN CREEK SNOTEL,42.30020,-110.67750,2870 meters,swe,2014-03-01 06,66.548,cm,83114,
STAM8,STAHL PEAK,48.90900,-114.86300,1854 meters,swe,2014-03-01 06,66.294,cm,59917,
TRIW1,TRINITY SNOTEL,48.07500,-120.84970,879 meters,swe,2014-03-01 06,65.786,cm,98826,
WHTM8,WHITE MILL,45.04580,-109.90990,2666 meters,swe,2014-03-01 06,65.532,cm,59030,
WHSW1,WATERHOLE,47.94490,-123.42590,1526 meters,swe,2014-03-01 06,65.532,cm,98362,
CLWW4,COTTONWOOD CREEK SNOTEL,42.64590,-110.81480,2364 meters,swe,2014-03-01 06,65.532,cm,83126,
BLWW4,BLACKWATER SNOTEL,44.37670,-109.79330,3007 meters,swe,2014-03-01 05,65.532,cm,82414,
SNLW4,SAND LAKE,41.46260,-106.28110,3078 meters,swe,2014-03-01 06,65.024,cm,82083,
LKIC2,LAKE IRENE,40.41430,-105.81980,3258 meters,swe,2014-03-01 06,65.024,cm,80447,
BRRI1,BRUNDAGE RESERVOIR,45.04320,-116.13250,1925 meters,swe,2014-03-01 06,65.024,cm,83654,
RCPC2,RIPPLE CREEK,40.10810,-107.29410,3155 meters,swe,2014-03-01 06,64.262,cm,81641,
FMNU1,FARMINGTON,40.97480,-111.80930,2415 meters,swe,2014-03-01 06,64.262,cm,84025,
BKLW4,BROOKLYN LAKE,41.35880,-106.23210,3115 meters,swe,2014-03-01 06,64.262,cm,82055,
FISW1,FISH LAKE,47.53570,-121.08550,1063 meters,swe,2014-03-01 06,64.008,cm,98922,
TRMI1,TRINITY MTN.,43.62900,-115.43820,2382 meters,swe,2014-03-01 06,63.754,cm,83601,
LOTC2,LOST DOG,40.81590,-106.74840,2845 meters,swe,2014-03-01 06,63.754,cm,80428,
CELQ2,CELISTA MOUNTAIN SNOW PILLOW,51.40600,-118.98570,1533 meters,swe,2014-03-01 06,63.703,cm,,
PTHW1,POTATO HILL,46.34920,-121.51430,1371 meters,swe,2014-03-01 06,63.500,cm,00074,
BNTQ2,BURNT BRIDGE CREEK,52.48100,-126.24900,1324 meters,swe,2014-03-01 06,63.398,cm,,
BHWLA_MADIS,WAHLEACH LK,49.23330,-121.56670,1432 meters,swe,2014-03-01 06,63.195,cm,,
VNNI1,VIENNA MINE,43.79940,-114.85270,2727 meters,swe,2014-03-01 06,62.992,cm,83340,
MRKI1,MORES CREEK SUMMIT,43.93200,-115.66590,1863 meters,swe,2014-03-01 06,62.992,cm,83631,
LITW4,LITTLE SNAKE RIVER,41.07050,-106.94280,2728 meters,swe,2014-02-28 08,62.738,cm,82325,
MOSO3,MOSS SPRINGS,45.27170,-117.68750,1764 meters,swe,2014-03-01 06,61.976,cm,97883,
PRKW4,PARKER PEAK SNOTEL,44.73400,-109.91480,2880 meters,swe,2014-03-01 05,61.214,cm,82190,
BLTW4,BEARTOOTH LAKE SNOTEL,44.94300,-109.56750,2859 meters,swe,2014-03-01 05,60.960,cm,82435,
LKTI1,LOOKOUT,47.45790,-115.70580,1571 meters,swe,2014-03-01 06,60.198,cm,83846,
JUMQ2,JUMP CREEK SNOW PILLOW,48.96950,-124.27620,1136 meters,swe,2014-03-01 06,59.995,cm,,
SPRM8,SPUR PARK,46.77960,-110.62170,2465 meters,swe,2014-03-01 06,59.690,cm,59452,
