! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,Zip_Code,
LLPC1,LOWER LASSEN PEAK SNOW COURSE,40.46810,-121.50690,2514 meters,swe,2019-02-28 12,221.996,cm,96071,
HRSC1,HORSE MEADOWS,38.15810,-119.66190,2624 meters,swe,2019-03-01 06,173.380,cm,95335,
LELC1,LEAVITT LAKE,38.27600,-119.61180,2928 meters,swe,2019-03-01 06,166.624,cm,96107,
RRMC1,RED ROCK MOUNTAIN,41.02300,-122.88500,1967 meters,swe,2019-03-01 06,164.973,cm,96052,
EPSW1,21A07 - EASY PASS AM,48.85930,-121.43890,1600 meters,swe,2019-03-01 06,161.544,cm,00072,
RCWC1,ROBINSON COW CAMP SNOW COURSE,39.62310,-120.67810,2022 meters,swe,2019-02-28 12,156.464,cm,00065,
PLPC1,PILOT PEAK,39.78610,-120.87500,2090 meters,swe,2019-02-28 12,155.956,cm,95981,
LLSC1,LAKE LOIS,38.92500,-120.19690,2522 meters,swe,2019-02-28 12,148.336,cm,00051,
HHMC1,HIGHLAND MEADOW,38.51390,-119.81110,2551 meters,swe,2019-02-28 12,145.796,cm,00044,
ECOC1,ECHO PEAK,38.84900,-120.07850,2332 meters,swe,2019-03-01 06,145.034,cm,96150,
VNVC1,VAN VLECK,38.94500,-120.30500,2058 meters,swe,2019-02-28 12,142.240,cm,00051,
CSSC1,CSS LAB,39.32570,-120.36810,2103 meters,swe,2019-03-01 06,142.240,cm,96162,
SODC1,SODA SPRINGS 1E,39.32550,-120.36720,2115 meters,swe,2019-02-28 12,141.224,cm,96162,
FOIC1,FORNI RIDGE,38.80500,-120.21310,2300 meters,swe,2019-02-28 12,140.970,cm,95720,
WRDC1,WARD CREEK #3,39.13560,-120.21760,2069 meters,swe,2019-03-01 06,139.192,cm,96145,
ILKC1,INDEPENDENCE LAKE,39.42750,-120.31340,2549 meters,swe,2019-03-01 06,137.922,cm,95728,
PDSC1,PARADISE MEADOW,38.05000,-119.66670,2365 meters,swe,2019-03-01 06,136.906,cm,00040,
BNKC1,BONANZA KING,41.08310,-122.62860,1998 meters,swe,2019-02-28 12,132.588,cm,96091,
GDLC1,GOLD LAKE,39.66670,-120.61670,2114 meters,swe,2019-02-28 12,132.080,cm,96124,
MRSN2,MT ROSE SKI AREA,39.31570,-119.89470,2688 meters,swe,2019-03-01 06,131.572,cm,89511,
AFSW1,PARADISE,46.78150,-121.74700,1570 meters,swe,2019-03-01 06,131.572,cm,98361,
SQWC1,SQUAW VALLEY G.C.,39.19000,-120.26480,2427 meters,swe,2019-03-01 06,131.064,cm,96145,
CPSC1,"20L11 - CAPLES LAKES, CA (NEAR CPLC1)",38.71670,-120.05000,2476 meters,swe,2019-03-01 06,129.997,cm,96120,
OSTC1,OSTRANDER LAKE,37.63610,-119.55110,2536 meters,swe,2019-03-01 06,124.790,cm,00058,
FDCC1,FORESTDALE CREEK,38.68250,-119.95970,2454 meters,swe,2019-03-01 06,124.206,cm,96120,
